AU name,AU name,Total_CycleTime,Total_Length
Totara Park,Rangoon Heights,139.1195107145,37098.5361905347
Totara Park,Khandallah Park-Broadmeadows,139.4884712079,36668.9091433461
Totara Park,Willis Street-Cambridge Terrace,139.7126374142,37256.7033104459
Totara Park,Northland,140.0262891897,37340.3437839132
Totara Park,Kelburn,141.2053989112,37654.7730429825
Totara Park,Northland North,141.4399480327,37717.319475391
Totara Park,Wilton,141.9490943627,37853.0918300419
Totara Park,Raroa,142.0343987458,37875.8396655563
Totara Park,Taitville,142.8460865811,38092.2897549645
Totara Park,Aro Street-Nairn Street,143.1674445411,38177.9852109529
Totara Park,Oriental Bay,143.2676108698,38204.696231949
Totara Park,Mt Victoria West,143.6600006674,38309.3335113159
Totara Park,Mt Cook-Wallace Street,144.2003713356,38453.4323561726
Totara Park,Johnsonville Central,145.0486972182,38679.6525915155
Totara Park,Karori North,146.5621496438,39083.2399050075
Totara Park,Johnsonville East,146.9730828945,39192.8221052012
Totara Park,Roseneath,147.6203704507,39365.4321201786
Totara Park,Johnsonville North,147.8301806381,39421.3815034969
Totara Park,Adelaide,148.5404476296,39610.7860345667
Totara Park,Newtown West,148.8269736305,39687.1929681422
Totara Park,Hataitai North,148.896297126,39705.679233594
Totara Park,Vogeltown,148.9897947927,39730.6119447199
Totara Park,Brooklyn,149.7275628591,39927.350095748
Totara Park,Vogeltown West,149.7834062574,39942.2416686352
Totara Park,Paparangi West,150.1658582821,40044.2288752261
Totara Park,Newlands North,150.4597235654,40122.5929507632
Totara Park,Churton Park South,150.7441729978,40198.446132739
Totara Park,Newlands South,150.8109931095,40216.2648292119
Totara Park,Kilbirnie West-Hataitai South,151.5038389672,40401.0237245778
Totara Park,Paparangi,151.7677109768,40471.389593803
Totara Park,Brooklyn South,151.9281958907,40514.1855708484
Totara Park,Crofton Downs,152.1680812818,40578.1550084849
Totara Park,Newtown East,152.4357138842,40649.5237024647
Totara Park,Kingston-Mornington,153.2992771472,40879.8072392557
Totara Park,Berhampore West,153.3451748064,40892.0466150328
Totara Park,Karori Park,153.533764062,40942.3370831876
Totara Park,Karori South,153.5483008242,40946.2135531173
Totara Park,Berhampore East,153.6459251218,40972.2466991412
Totara Park,Kilbirnie East,155.5275771703,41474.0205787409
Totara Park,Newlands East,156.3831625612,41702.1766829911
Totara Park,Woodridge,156.5056821176,41734.8485646912
Totara Park,Glenside North,156.6846891647,41782.5837772523
Totara Park,Grenada Village,157.4289673903,41981.057970756
Totara Park,Churton Park North,158.8297369622,42354.5965232525
Totara Park,Happy Valley-Owhiro Bay,158.9131310728,42376.8349527484
Totara Park,Island Bay East,159.5996336158,42559.9022975578
Totara Park,Melrose-Houghton Bay-Southgate,159.906006864,42641.601830388
Totara Park,Island Bay West,160.6383718452,42836.8991587303
Totara Park,Lyall Bay-Airport-Moa Point,161.4138178713,43043.684765677
Totara Park,Miramar South,162.8035030622,43414.267483258
Totara Park,Karori East,164.5662223834,43540.4801436184
Totara Park,Seatoun Tunnel West,165.0941239257,44025.0997135087
Totara Park,Strathmore Park,166.2139485396,44323.7196105529
Totara Park,Miramar,166.2587791607,44335.6744428491
Totara Park,Tawa South,166.8192876558,44485.1433748808
Totara Park,Miramar West,167.7871498736,44743.2399662908
Totara Park,Seatoun,169.8293364832,45287.8230621823
Totara Park,Miramar North,170.2942125812,45411.7900216622
Totara Park,Karaka Bay-Worser Bay,170.9206888662,45578.8503643314
Totara Park,Tawa Central,171.9716360922,45859.1029579085
Totara Park,Grenada North,172.8109705565,46082.925481729
Totara Park,Maupuia,173.7720445227,46339.2118727232
Totara Park,Makara-Ohariu,174.1179084433,46431.4422515422
Totara Park,Greenacres,176.3892697226,47037.1385926871
Totara Park,Linden,176.5670091476,47084.535772697
Totara Park,Takapu,180.6811887186,48181.6503249474
Totara Park,Porirua Central,182.1579979609,48575.4661228999
Totara Park,Porirua East,191.4075595906,51042.015890816
Totara Park,Ranui Heights,193.8251034628,51686.6942567335
Totara Park,Cannons Creek North,196.6363632094,52436.3635224952
Totara Park,Cannons Creek South,199.4492823134,53186.4752835611
Totara Park,Cannons Creek East,199.8174086771,53284.6423138831
Totara Park,Titahi Bay South,201.976022719,53860.2727250664
Totara Park,Elsdon-Takapuwahia,202.0762382506,53886.9968668182
Totara Park,Waitangirua,203.4722491114,54259.266429718
Totara Park,Onepoto,204.1865342915,54449.7424777279
Totara Park,Titahi Bay North,204.3684876178,54498.2633647346
Totara Park,Adventure,205.1603310431,54709.4216115016
Totara Park,Ascot Park,211.079133917,56287.7690445254
Totara Park,Discovery,213.7587226207,57002.326032177
Totara Park,Paremata-Postgate,216.9916188733,57864.4316995436
Totara Park,Papakowhai South,217.1859769493,57375.3515606816
Totara Park,Papakowhai North,218.3627856852,58230.0761827137
Totara Park,Endeavour,220.9284161638,58914.2443103583
Totara Park,Featherston,249.6063751499,42594.2899580396
Totara Park,Mana-Camborne,249.7602107984,66602.7228795828
Totara Park,Plimmerton,267.2103805673,71256.1014846015
Totara Park,Pukerua Bay,276.3107007352,73682.8535293923
Totara Park,Paekakariki,301.8015509522,80480.4135872577
Totara Park,Martinborough,311.9146642944,59209.8337298841
Totara Park,Kahutara,323.4388683445,60347.8225014207
Totara Park,Raumati South,324.7840522217,86218.1606563132
Totara Park,Raumati Beach,328.5462803006,87612.3414134802
Totara Park,Paraparaumu Central,339.2133182678,90456.8848714182
Totara Park,Paraparaumu Beach South,339.6429713452,90571.459025388
Totara Park,Greytown,343.507211366,67634.5129490002
Totara Park,Paraparaumu Beach North,347.4039799202,92641.0613120569
Totara Park,Otaihanga,351.9214775196,93845.7273385713
Totara Park,Waikanae Beach,368.4090992858,97272.1057137628
Totara Park,Waikanae Park,377.6202514752,100639.619861874
Totara Park,Waikanae West,379.3626807361,101104.267664758
Totara Park,Tuturumuri,420.0186920598,88037.5744673311
Totara Park,Carterton,420.3398574195,88123.2185632686
Totara Park,Waingawa,443.8032898422,94380.1338759838
Totara Park,Solway South,480.4737980318,104158.936059858
Totara Park,Masterton East,481.5966235933,104458.356209592
Totara Park,Lansdowne,490.6833782372,106881.4907813
Totara Park,Masterton Central,492.8903544054,107470.017759509
Totara Park,Masterton Railway,494.0550573322,107780.605206654
Totara Park,Masterton West,494.2649563589,107836.578280423
Totara Park,Ngaumutawa,500.3675972042,109463.949172515
Totara Park,Solway North,501.013894626,109636.295151665
Totara Park,Mt Holdsworth,501.6511357252,105937.832406804
Totara Park,Opaki-Fernridge,503.1444321116,110204.438481138
Totara Park,Whareama,582.3051630636,131313.966735017
Totara Park,Eketahuna,701.6432735636,163137.46286835
Totara Park,Mangatainoka,752.1715615321,175158.019488903
Totara Park,Pahiatua,766.11494274,180329.907982061
Totara Park,Owahanga,871.7082604337,202234.529226345
Totara Park,Woodville,892.2385402562,213962.867319718
Totara Park,Dannevirke West,983.8997035609,238405.844200962
Totara Park,Dannevirke East,986.5248883986,239105.89349102
Totara Park,Norsewood-Herbertville,1003.1920609465,243550.472837133
Parkway,Parkway,0,0
Parkway,Fernlea,10.5650093276,2764.0640256814
Parkway,Glendale,15.1377071955,4036.7219187958
Parkway,Arakura,15.1814909175,4048.3975779896
Parkway,Homedale East,16.0654335151,4284.1156040223
Parkway,Homedale West,18.7686156842,5004.964182451
Parkway,Waiwhetu South,22.6139682903,6030.3915440792
Parkway,Woburn North,22.6476312147,6039.3683239095
Parkway,Waiwhetu North,22.6895492662,6050.5464709936
Parkway,Gracefield,23.1628274531,6176.7539874909
Parkway,Woburn South,23.8628080431,6363.4154781474
Parkway,Moera,24.3525461976,6494.0123193503
Parkway,Waterloo West,25.2952823939,6745.408638362
Parkway,Waterloo East,25.7659261738,6870.913646348
Parkway,Hutt Central,26.8714701221,7165.7253658934
Parkway,Esplanade,28.1980232994,7519.4728798299
Parkway,Epuni East,29.5657982817,7884.2128751218
Parkway,Epuni West,29.9166241835,7977.7664489306
Parkway,Alicetown,30.14797521,8039.4600559889
Parkway,Wilford,30.2915915328,8077.757742073
Parkway,Melling,30.3917681842,8104.4715157997
Parkway,Boulcott,32.9936072851,8798.2952760171
Parkway,Petone Central,34.1295852256,9101.2227268146
Parkway,Naenae South,35.7780743731,9540.8198328264
Parkway,Avalon East,36.5165314538,9737.7417210204
Parkway,Tirohanga,37.5501353852,10013.3694360502
Parkway,Avalon West,38.0868082924,10156.4822112972
Parkway,Normandale,38.4963055596,10265.6814825624
Parkway,Naenae North,38.8562068958,10361.6551722058
Parkway,Korokoro,39.5829376228,10555.4500327393
Parkway,Taita South,41.9993027019,11199.814053835
Parkway,Eastbourne,42.322155187,11285.9080498596
Parkway,Maungaraki,42.7716393525,11405.7704940078
Parkway,Taita North,47.3194421967,12618.5179191268
Parkway,Kelson,54.5529078766,14547.4421004175
Parkway,Holborn,61.6944895559,16451.8638815864
Parkway,Tawhai,62.3750400401,16633.3440106941
Parkway,Kaiwharawhara,64.3088260134,17149.0202702349
Parkway,Delaney,65.5102088856,17469.3890361583
Parkway,Heretaunga-Silverstream,68.5575995936,18282.0265583045
Parkway,Manuka,69.5831078442,18555.495425109
Parkway,Belmont,70.1703708542,18712.0988944404
Parkway,Te Kainga,70.928704781,18914.3212749243
Parkway,Thorndon-Tinakori Road,71.4185060504,19044.9349467796
Parkway,Ngaio South,71.5821965615,19088.5857497347
Parkway,Heretaunga,71.9092900797,19175.8106879299
Parkway,Wadestown,75.2466965536,20065.785747628
Parkway,Ngauranga East,76.1884223328,20316.9126220824
Parkway,Pinehaven,77.0684615833,20551.5897555438
Parkway,Awarua,77.3034098068,20614.2426151417
Parkway,Trentham South,78.6512732179,20973.6728581098
Parkway,Lambton,79.5404465023,21210.7857339553
Parkway,Ngauranga West,79.821010049,21285.6026797362
Parkway,Rangoon Heights,79.881996255,21301.8656680037
Parkway,Brentwood,79.9644022496,21323.840599896
Parkway,Khandallah Park-Broadmeadows,80.2509567485,20872.2386208151
Parkway,Willis Street-Cambridge Terrace,80.4751229547,21460.0327879149
Parkway,Trentham North,80.6316334038,21501.7689076787
Parkway,Northland,80.7887747302,21543.6732613823
Parkway,Kelburn,81.9678844517,21858.1025204516
Parkway,Northland North,82.2024335732,21920.6489528601
Parkway,Wilton,82.7115799032,22056.421307511
Parkway,Raroa,82.7968842863,22079.1691430254
Parkway,Poets Block,83.3236328991,22219.6354397566
Parkway,Taitville,83.6085721216,22295.6192324335
Parkway,Aro Street-Nairn Street,83.9299300816,22381.3146884219
Parkway,Oriental Bay,84.0300964103,22408.025709418
Parkway,Mt Victoria West,84.4224862079,22512.6629887849
Parkway,Mt Cook-Wallace Street,84.9628568762,22656.7618336416
Parkway,Johnsonville Central,85.8111827587,22882.9820689845
Parkway,Wallaceville,86.3056894483,23014.8505195482
Parkway,Elderslea,87.0624401465,23216.6507057225
Parkway,Karori North,87.3246351843,23286.5693824766
Parkway,Johnsonville East,87.735568435,23396.1515826702
Parkway,Roseneath,88.3828559912,23568.7615976476
Parkway,Johnsonville North,88.5926661786,23624.7109809659
Parkway,Upper Hutt Central,88.7545158546,23667.8708945542
Parkway,Adelaide,89.3029331701,23814.1155120357
Parkway,Newtown West,89.589459171,23890.5224456112
Parkway,Hataitai North,89.6587826665,23909.0087110631
Parkway,Vogeltown,89.7522803332,23933.9414221889
Parkway,Brooklyn,90.4900483996,24130.679573217
Parkway,Vogeltown West,90.5458917979,24145.5711461042
Parkway,Paparangi West,90.9283438226,24247.5583526951
Parkway,Newlands North,91.2222091059,24325.9224282322
Parkway,Maidstone,91.2791183564,24341.0982283743
Parkway,Churton Park South,91.5066585383,24401.7756102081
Parkway,Newlands South,91.5734786501,24419.5943066809
Parkway,Ebdentown,92.0120205665,24536.538817731
Parkway,Resolution,92.1142575484,24563.80201291
Parkway,Kilbirnie West-Hataitai South,92.2663245077,24604.3532020469
Parkway,Paparangi,92.5301965173,24674.719071272
Parkway,Brooklyn South,92.6906814312,24717.5150483174
Parkway,Crofton Downs,92.9305668223,24781.4844859539
Parkway,Newtown East,93.1981994248,24852.8531799338
Parkway,Kingston-Mornington,94.0617626877,25083.1367167247
Parkway,Berhampore West,94.1076603469,25095.3760925019
Parkway,Karori Park,94.2962496025,25145.6665606566
Parkway,Karori South,94.3107863647,25149.5430305863
Parkway,Berhampore East,94.4084106623,25175.5761766103
Parkway,Clouston Park,95.198823367,25386.3528978541
Parkway,Kilbirnie East,96.2900627108,25677.3500562099
Parkway,Newlands East,97.1456481017,25905.5061604601
Parkway,Woodridge,97.2681676581,25938.1780421602
Parkway,Glenside North,97.4471747052,25985.9132547214
Parkway,Grenada Village,98.1914529308,26184.387448225
Parkway,Totara Park,99.1136750697,26430.3133519328
Parkway,Churton Park North,99.5922225027,26557.9260007215
Parkway,Happy Valley-Owhiro Bay,99.6756166133,26580.1644302174
Parkway,Island Bay East,100.3621191564,26763.2317750269
Parkway,Melrose-Houghton Bay-Southgate,100.6684924045,26844.931307857
Parkway,Island Bay West,101.4008573857,27040.2286361993
Parkway,Lyall Bay-Airport-Moa Point,102.1763034118,27247.014243146
Parkway,Miramar South,103.5659886027,27617.596960727
Parkway,Karori East,105.3287079239,27743.8096210875
Parkway,Maoribank,105.6637383118,28176.9968831415
Parkway,Seatoun Tunnel West,105.8566094662,28228.4291909777
Parkway,Strathmore Park,106.9764340801,28527.049088022
Parkway,Miramar,107.0212647012,28539.0039203181
Parkway,Tawa South,107.5817731963,28688.4728523499
Parkway,Miramar West,108.5496354141,28946.5694437598
Parkway,Seatoun,110.5918220237,29491.1525396514
Parkway,Miramar North,111.0566981217,29615.1194991312
Parkway,Karaka Bay-Worser Bay,111.6831744068,29782.1798418005
Parkway,Tawa Central,112.7341216327,30062.4324353775
Parkway,Grenada North,113.573456097,30286.254959198
Parkway,Maupuia,114.5345300632,30542.5413501922
Parkway,Makara-Ohariu,114.8803939838,30634.7717290112
Parkway,Greenacres,117.1517552631,31240.4680701561
Parkway,Linden,117.3294946881,31287.865250166
Parkway,Emerald Hill,118.7735795714,31672.9545523784
Parkway,Takapu,121.4436742591,32384.9798024165
Parkway,Porirua Central,122.9204835014,32778.795600369
Parkway,Te Marua,127.1905682111,33917.4848562952
Parkway,Porirua East,132.1700451311,35245.3453682851
Parkway,Ranui Heights,134.5875890033,35890.0237342025
Parkway,Cannons Creek North,137.3988487499,36639.6929999642
Parkway,Cannons Creek South,140.2117678539,37389.8047610302
Parkway,Cannons Creek East,140.5798942176,37487.9717913522
Parkway,Titahi Bay South,142.7385082595,38063.6022025354
Parkway,Elsdon-Takapuwahia,142.8387237911,38090.3263442872
Parkway,Waitangirua,144.234734652,38462.595907187
Parkway,Onepoto,144.949019832,38653.071955197
Parkway,Titahi Bay North,145.1309731583,38701.5928422037
Parkway,Adventure,145.9228165836,38912.7510889706
Parkway,Ascot Park,151.8416194575,40491.0985219945
Parkway,Discovery,154.5212081612,41205.655509646
Parkway,Paremata-Postgate,157.7541044138,42067.7611770126
Parkway,Papakowhai South,157.9484624898,41578.6810381507
Parkway,Papakowhai North,159.1252712257,42433.4056601827
Parkway,Endeavour,161.6909017044,43117.5737878273
Parkway,Mana-Camborne,190.5226963389,50806.0523570518
Parkway,Plimmerton,207.9728661078,55459.4309620705
Parkway,Pukerua Bay,217.0731862757,57886.1830068613
Parkway,Waikanae East,231.8332731589,61822.2061757084
Parkway,Kaitawa,235.4420748902,62784.5533040448
Parkway,Paekakariki,242.5640364927,64683.7430647267
Parkway,Raumati South,265.5465377622,70421.4901337822
Parkway,Raumati Beach,269.3087658411,71815.6708909493
Parkway,Paraparaumu Central,279.9758038083,74660.2143488872
Parkway,Paraparaumu Beach South,280.4054568857,74774.7885028571
Parkway,Paraparaumu Beach North,288.1664654607,76844.3907895259
Parkway,Otaihanga,292.6839630602,78049.0568160404
Parkway,Waikanae Beach,309.1715848263,81475.4351912318
Parkway,Waikanae Park,318.3827370157,84842.9493393433
Parkway,Waikanae West,320.1251662766,85307.5971422271
Parkway,Featherston,338.6714798698,66344.9845500112
Parkway,Martinborough,400.9797690142,82960.5283218557
Parkway,Kahutara,412.5039730644,84098.5170933923
Parkway,Greytown,432.5723160859,91385.2075409718
Parkway,Tuturumuri,509.0837967797,111788.269059302
Parkway,Carterton,509.4049621394,111873.91315524
Parkway,Waingawa,532.8683945621,118130.828467955
Parkway,Solway South,569.5389027516,127909.630651829
Parkway,Masterton East,570.6617283132,128209.050801563
Parkway,Lansdowne,579.7484829571,130632.185373272
Parkway,Masterton Central,581.9554591253,131220.71235148
Parkway,Masterton Railway,583.1201620521,131531.299798626
Parkway,Masterton West,583.3300610788,131587.272872395
Parkway,Ngaumutawa,589.4327019241,133214.643764487
Parkway,Solway North,590.0789993459,133386.989743636
Parkway,Mt Holdsworth,590.7162404451,129688.526998775
Parkway,Opaki-Fernridge,592.2095368315,133955.133073109
Parkway,Whareama,671.3702677835,155064.661326989
Parkway,Eketahuna,790.7083782835,186888.157460321
Parkway,Mangatainoka,841.236666252,198908.714080875
Parkway,Pahiatua,855.1800474599,204080.602574033
Parkway,Owahanga,960.7733651536,225985.223818317
Parkway,Woodville,981.3036449761,237713.561911689
Parkway,Dannevirke West,1072.9648082808,262156.538792934
Parkway,Dannevirke East,1075.5899931185,262856.588082992
Parkway,Norsewood-Herbertville,1092.2571656664,267301.167429104
Resolution,Resolution,0,0
Resolution,Belmont,34.2474072744,9132.6419398509
Resolution,Normandale,55.9288559786,14914.3615942989
Resolution,Maungaraki,58.9022959214,15707.2789123836
Resolution,Avalon West,60.1687218925,16044.9925046705
Resolution,Kelson,60.3186999681,16084.9866581509
Resolution,Avalon East,62.0147697069,16537.2719218477
Resolution,Epuni West,62.8549931492,16761.3315064623
Resolution,Boulcott,63.7186779995,16991.6474665237
Resolution,Korokoro,65.7598339691,17535.9557251066
Resolution,Epuni East,66.0813161846,17621.6843159001
Resolution,Melling,66.1169613293,17631.1896878162
Resolution,Naenae South,66.4426597798,17718.042607948
Resolution,Alicetown,67.5354987328,18009.4663287466
Resolution,Hutt Central,68.3100519667,18216.0138577869
Resolution,Taita South,68.4142271983,18243.7939195511
Resolution,Waterloo West,68.4339602118,18249.0560564896
Resolution,Petone Central,68.8525798468,18360.6879591356
Resolution,Waterloo East,70.4188356111,18778.3561629657
Resolution,Naenae North,70.4735488174,18792.9463513063
Resolution,Woburn North,71.0209761117,18938.9269631113
Resolution,Taita North,71.1602863098,18976.0763492851
Resolution,Waiwhetu North,71.3320273688,19021.8739650077
Resolution,Woburn South,71.759682808,19135.9154154708
Resolution,Wilford,72.0012507115,19200.3335230676
Resolution,Tirohanga,72.7205387465,19392.1436657442
Resolution,Waiwhetu South,74.3448039613,19825.281056337
Resolution,Esplanade,74.7749966588,19939.9991090153
Resolution,Moera,74.9168230673,19977.8194846174
Resolution,Gracefield,80.0855390805,21356.1437547978
Resolution,Holborn,84.2425826267,22464.6887004519
Resolution,Tawhai,84.9231331108,22646.1688295595
Resolution,Arakura,86.5368962344,23076.5056624975
Resolution,Glendale,87.2246375397,23259.9033439151
Resolution,Delaney,88.0583019563,23482.2138550237
Resolution,Heretaunga-Silverstream,91.1056926644,24294.85137717
Resolution,Parkway,91.7772145014,24473.9238670373
Resolution,Manuka,92.1312009149,24568.3202439745
Resolution,Heretaunga,94.4573831505,25188.6355067954
Resolution,Fernlea,95.4221658739,25392.6391047056
Resolution,Homedale East,99.0409612998,26410.9230132913
Resolution,Pinehaven,99.616554654,26564.4145744093
Resolution,Trentham South,101.1993662887,26986.4976769753
Resolution,Homedale West,101.7441434689,27131.77159172
Resolution,Kaiwharawhara,102.0174349903,27204.6493307488
Resolution,Eastbourne,102.0636844367,27216.9825164645
Resolution,Brentwood,102.5124953204,27336.6654187615
Resolution,Trentham North,103.1797264745,27514.5937265442
Resolution,Poets Block,105.8717259698,28232.4602586221
Resolution,Te Kainga,108.6373137579,28969.9503354382
Resolution,Wallaceville,108.8537825191,29027.6753384136
Resolution,Thorndon-Tinakori Road,109.1271150274,29100.5640072934
Resolution,Ngaio South,109.2908055384,29144.2148102486
Resolution,Elderslea,109.6105332172,29229.4755245879
Resolution,Upper Hutt Central,111.3026089253,29680.6957134197
Resolution,Wadestown,112.9553055305,30121.4148081418
Resolution,Maidstone,113.8272114271,30353.9230472397
Resolution,Ngauranga East,113.8970313097,30372.5416825963
Resolution,Ebdentown,114.5601136372,30549.3636365964
Resolution,Awarua,115.0120187837,30669.8716756555
Resolution,Lambton,117.2490554793,31266.4147944692
Resolution,Ngauranga West,117.5296190259,31341.2317402501
Resolution,Rangoon Heights,117.5906052319,31357.4947285176
Resolution,Clouston Park,117.7469164377,31399.1777167196
Resolution,Khandallah Park-Broadmeadows,117.9595657254,30927.867681329
Resolution,Willis Street-Cambridge Terrace,118.1837319316,31515.6618484288
Resolution,Northland,118.4973837071,31599.3023218961
Resolution,Kelburn,119.6764934286,31913.7315809654
Resolution,Northland North,119.9110425502,31976.2780133739
Resolution,Wilton,120.4201888801,32112.0503680248
Resolution,Raroa,120.5054932633,32134.7982035392
Resolution,Taitville,121.3171810986,32351.2482929474
Resolution,Aro Street-Nairn Street,121.6385390585,32436.9437489358
Resolution,Totara Park,121.6617681405,32443.1381707983
Resolution,Oriental Bay,121.7387053872,32463.6547699319
Resolution,Mt Victoria West,122.1310951849,32568.2920492988
Resolution,Mt Cook-Wallace Street,122.6714658531,32712.3908941555
Resolution,Johnsonville Central,123.5197917356,32938.6111294984
Resolution,Karori North,125.0332441612,33342.1984429905
Resolution,Johnsonville East,125.4441774119,33451.7806431841
Resolution,Roseneath,126.0914649681,33624.3906581615
Resolution,Johnsonville North,126.3012751555,33680.3400414798
Resolution,Adelaide,127.0115421471,33869.7445725496
Resolution,Newtown West,127.298068148,33946.1515061251
Resolution,Hataitai North,127.3673916434,33964.6377715769
Resolution,Vogeltown,127.4608893101,33989.5704827028
Resolution,Brooklyn,128.1986573765,34186.3086337309
Resolution,Maoribank,128.2118313825,34189.8217020069
Resolution,Vogeltown West,128.2545007748,34201.2002066181
Resolution,Paparangi West,128.6369527995,34303.187413209
Resolution,Newlands North,128.9308180828,34381.5514887461
Resolution,Churton Park South,129.2152675152,34457.4046707219
Resolution,Newlands South,129.282087627,34475.2233671948
Resolution,Kilbirnie West-Hataitai South,129.9749334846,34659.9822625607
Resolution,Paparangi,130.2388054942,34730.3481317859
Resolution,Brooklyn South,130.3992904081,34773.1441088313
Resolution,Crofton Downs,130.6391757993,34837.1135464678
Resolution,Newtown East,130.9068084017,34908.4822404476
Resolution,Kingston-Mornington,131.7703716646,35138.7657772386
Resolution,Berhampore West,131.8162693238,35151.0051530157
Resolution,Karori Park,132.0048585794,35201.2956211705
Resolution,Karori South,132.0193953416,35205.1720911002
Resolution,Berhampore East,132.1170196392,35231.2052371241
Resolution,Kilbirnie East,133.9986716877,35732.9791167238
Resolution,Newlands East,134.8542570787,35961.135220974
Resolution,Woodridge,134.976776635,35993.8071026741
Resolution,Glenside North,135.1557836821,36041.5423152352
Resolution,Grenada Village,135.9000619078,36240.0165087389
Resolution,Churton Park North,137.3008314796,36613.5550612354
Resolution,Happy Valley-Owhiro Bay,137.3842255902,36635.7934907313
Resolution,Island Bay East,138.0707281333,36818.8608355408
Resolution,Melrose-Houghton Bay-Southgate,138.3771013814,36900.5603683709
Resolution,Island Bay West,139.1094663627,37095.8576967132
Resolution,Lyall Bay-Airport-Moa Point,139.8849123887,37302.6433036599
Resolution,Miramar South,141.2745975797,37673.2260212409
Resolution,Emerald Hill,141.3216726422,37685.7793712438
Resolution,Karori East,143.0373169008,37799.4386816013
Resolution,Seatoun Tunnel West,143.5652184431,38284.0582514916
Resolution,Strathmore Park,144.685043057,38582.6781485358
Resolution,Miramar,144.7298736781,38594.632980832
Resolution,Tawa South,145.2903821732,38744.1019128637
Resolution,Miramar West,146.258244391,39002.1985042737
Resolution,Seatoun,148.3004310006,39546.7816001652
Resolution,Miramar North,148.7653070987,39670.748559645
Resolution,Karaka Bay-Worser Bay,149.3917833837,39837.8089023143
Resolution,Te Marua,149.7386612819,39930.3096751606
Resolution,Tawa Central,150.4427306096,40118.0614958914
Resolution,Grenada North,151.2820650739,40341.8840197119
Resolution,Maupuia,152.2431390401,40598.1704107061
Resolution,Makara-Ohariu,152.5890029607,40690.4007895251
Resolution,Greenacres,154.86036424,41296.09713067
Resolution,Linden,155.038103665,41343.4943106799
Resolution,Takapu,159.152283236,42440.6088629303
Resolution,Porirua Central,160.6290924783,42834.4246608828
Resolution,Porirua East,169.878654108,45300.9744287989
Resolution,Ranui Heights,172.2961979802,45945.6527947164
Resolution,Cannons Creek North,175.1074577268,46695.3220604781
Resolution,Cannons Creek South,177.9203768308,47445.433821544
Resolution,Cannons Creek East,178.2885031945,47543.600851866
Resolution,Titahi Bay South,180.4471172364,48119.2312630493
Resolution,Elsdon-Takapuwahia,180.547332768,48145.9554048011
Resolution,Waitangirua,181.9433436289,48518.2249677009
Resolution,Onepoto,182.6576288089,48708.7010157108
Resolution,Titahi Bay North,182.8395821352,48757.2219027175
Resolution,Adventure,183.6314255606,48968.3801494845
Resolution,Ascot Park,189.5502284344,50546.7275825084
Resolution,Discovery,192.2298171381,51261.2845701599
Resolution,Paremata-Postgate,195.4627133907,52123.3902375265
Resolution,Papakowhai South,195.6570714667,51634.3100986646
Resolution,Papakowhai North,196.8338802026,52489.0347206966
Resolution,Endeavour,199.3995106813,53173.2028483412
Resolution,Mana-Camborne,228.2313053159,60861.6814175657
Resolution,Plimmerton,245.6814750847,65515.0600225844
Resolution,Waikanae East,254.3813662297,67835.0309945738
Resolution,Pukerua Bay,254.7817952527,67941.8120673752
Resolution,Kaitawa,257.9901679609,68797.3781229103
Resolution,Paekakariki,280.2726454697,74739.3721252406
Resolution,Raumati South,303.2551467391,80477.1191942961
Resolution,Raumati Beach,307.017374818,81871.2999514631
Resolution,Paraparaumu Central,317.6844127853,84715.8434094011
Resolution,Paraparaumu Beach South,318.1140658626,84830.4175633709
Resolution,Paraparaumu Beach North,325.8750744376,86900.0198500398
Resolution,Otaihanga,330.3925720371,88104.6858765543
Resolution,Waikanae Beach,346.8801938033,91531.0642517457
Resolution,Waikanae Park,356.0913459927,94898.5783998572
Resolution,Waikanae West,357.8337752535,95363.226202741
Resolution,Featherston,361.2195729406,72357.8093688767
Resolution,Martinborough,423.527862085,88973.3531407212
Resolution,Kahutara,435.0520661351,90111.3419122578
Resolution,Greytown,455.1204091567,97398.0323598373
Resolution,Tuturumuri,531.6318898504,117801.093878168
Resolution,Carterton,531.9530552102,117886.737974105
Resolution,Waingawa,555.4164876329,124143.65328682
Resolution,Solway South,592.0869958224,133922.455470695
Resolution,Masterton East,593.2098213839,134221.875620429
Resolution,Lansdowne,602.2965760278,136645.010192137
Resolution,Masterton Central,604.5035521961,137233.537170346
Resolution,Masterton Railway,605.6682551229,137544.124617491
Resolution,Masterton West,605.8781541495,137600.09769126
Resolution,Ngaumutawa,611.9807949949,139227.468583352
Resolution,Solway North,612.6270924167,139399.814562502
Resolution,Mt Holdsworth,613.2643335158,135701.351817641
Resolution,Opaki-Fernridge,614.7576299022,139967.957891975
Resolution,Whareama,693.9183608542,161077.486145854
Resolution,Eketahuna,813.2564713542,192900.982279187
Resolution,Mangatainoka,863.7847593228,204921.53889974
Resolution,Pahiatua,877.7281405307,210093.427392898
Resolution,Owahanga,983.3214582243,231998.048637182
Resolution,Woodville,1003.8517380469,243726.386730555
Resolution,Dannevirke West,1095.5129013515,268169.363611799
Resolution,Dannevirke East,1098.1380861893,268869.412901857
Resolution,Norsewood-Herbertville,1114.8052587372,273313.99224797
Paparangi West,Paparangi West,0,0
Paparangi West,Paparangi,3.2595916116,869.2244297577
Paparangi West,Johnsonville East,5.4814587111,1461.7223229601
Paparangi West,Newlands North,7.0348718744,1875.9658331836
