AU name,AU name,Total_CycleTime,Total_Length
Maoribank,Newtown East,159.3768266364,42500.4871030385
Maoribank,Kingston-Mornington,160.2403898994,42730.7706398295
Maoribank,Berhampore West,160.2862875585,42743.0100156066
Maoribank,Karori Park,160.4748768141,42793.3004837613
Maoribank,Karori South,160.4894135763,42797.176953691
Maoribank,Berhampore East,160.5870378739,42823.210099715
Maoribank,Kilbirnie East,162.4686899224,43324.9839793146
Maoribank,Newlands East,163.3242753134,43553.1400835648
Maoribank,Woodridge,163.4467948697,43585.811965265
Maoribank,Glenside North,163.6258019168,43633.5471778261
Maoribank,Grenada Village,164.3700801425,43832.0213713297
Maoribank,Churton Park North,165.7708497143,44205.5599238263
Maoribank,Happy Valley-Owhiro Bay,165.854243825,44227.7983533221
Maoribank,Island Bay East,166.540746368,44410.8656981316
Maoribank,Melrose-Houghton Bay-Southgate,166.8471196161,44492.5652309617
Maoribank,Island Bay West,167.5794845974,44687.862559304
Maoribank,Lyall Bay-Airport-Moa Point,168.3549306234,44894.6481662507
Maoribank,Miramar South,169.7446158144,45265.2308838317
Maoribank,Karori East,171.5073351356,45391.4435441922
Maoribank,Seatoun Tunnel West,172.0352366778,45876.0631140824
Maoribank,Strathmore Park,173.1550612917,46174.6830111267
Maoribank,Miramar,173.1998919128,46186.6378434229
Maoribank,Tawa South,173.760400408,46336.1067754546
Maoribank,Miramar West,174.7282626257,46594.2033668645
Maoribank,Seatoun,176.7704492353,47138.7864627561
Maoribank,Miramar North,177.2353253334,47262.7534222359
Maoribank,Karaka Bay-Worser Bay,177.8618016184,47429.8137649052
Maoribank,Tawa Central,178.9127488443,47710.0663584822
Maoribank,Grenada North,179.7520833086,47933.8888823027
Maoribank,Maupuia,180.7131572749,48190.175273297
Maoribank,Makara-Ohariu,181.0590211954,48282.4056521159
Maoribank,Greenacres,183.3303824747,48888.1019932608
Maoribank,Linden,183.5081218998,48935.4991732707
Maoribank,Takapu,187.6223014707,50032.6137255212
Maoribank,Porirua Central,189.099110713,50426.4295234737
Maoribank,Porirua East,198.3486723427,52892.9792913898
Maoribank,Ranui Heights,200.7662162149,53537.6576573072
Maoribank,Cannons Creek North,203.5774759615,54287.326923069
Maoribank,Cannons Creek South,206.3903950655,55037.4386841349
Maoribank,Cannons Creek East,206.7585214292,55135.6057144569
Maoribank,Titahi Bay South,208.9171354712,55711.2361256401
Maoribank,Elsdon-Takapuwahia,209.0173510027,55737.9602673919
Maoribank,Waitangirua,210.4133618636,56110.2298302917
Maoribank,Onepoto,211.1276470436,56300.7058783017
Maoribank,Titahi Bay North,211.3096003699,56349.2267653084
Maoribank,Adventure,212.1014437953,56560.3850120754
Maoribank,Ascot Park,218.0202466691,58138.7324450992
Maoribank,Discovery,220.6998353728,58853.2894327507
Maoribank,Paremata-Postgate,223.9327316254,59715.3951001173
Maoribank,Papakowhai South,224.1270897014,59226.3149612554
Maoribank,Papakowhai North,225.3038984373,60081.0395832874
Maoribank,Endeavour,227.869528916,60765.207710932
Maoribank,Featherston,245.8855009521,41602.0568386094
Maoribank,Mana-Camborne,256.7013235506,68453.6862801565
Maoribank,Plimmerton,274.1514933194,73107.0648851752
Maoribank,Pukerua Bay,283.2518134874,75533.8169299661
Maoribank,Martinborough,308.1937900965,58217.6006104539
Maoribank,Paekakariki,308.7426637044,82331.3769878314
Maoribank,Kahutara,319.7179941466,59355.5893819905
Maoribank,Raumati South,331.7251649739,88069.1240568869
Maoribank,Raumati Beach,335.4873930527,89463.304814054
Maoribank,Greytown,339.7863371682,66642.27982957
Maoribank,Paraparaumu Central,346.15443102,92307.8482719919
Maoribank,Paraparaumu Beach South,346.5840840974,92422.4224259618
Maoribank,Paraparaumu Beach North,354.3450926724,94492.0247126306
Maoribank,Otaihanga,358.8625902718,95696.6907391451
Maoribank,Waikanae Beach,375.350212038,99123.0691143365
Maoribank,Waikanae Park,384.5613642274,102490.583262448
Maoribank,Waikanae West,386.3037934882,102955.231065331
Maoribank,Tuturumuri,416.2978178619,87045.3413479009
Maoribank,Carterton,416.6189832217,87130.9854438384
Maoribank,Waingawa,440.0824156444,93387.9007565536
Maoribank,Solway South,476.7529238339,103166.702940427
Maoribank,Masterton East,477.8757493954,103466.123090161
Maoribank,Lansdowne,486.9625040393,105889.25766187
Maoribank,Masterton Central,489.1694802076,106477.784640078
Maoribank,Masterton Railway,490.3341831344,106788.372087224
Maoribank,Masterton West,490.544082161,106844.345160993
Maoribank,Ngaumutawa,496.6467230064,108471.716053085
Maoribank,Solway North,497.2930204282,108644.062032234
Maoribank,Mt Holdsworth,497.9302615273,104945.599287374
Maoribank,Opaki-Fernridge,499.4235579137,109212.205361708
Maoribank,Whareama,578.5842888657,130321.733615587
Maoribank,Eketahuna,697.9223993657,162145.229748919
Maoribank,Mangatainoka,748.4506873343,174165.786369473
Maoribank,Pahiatua,762.3940685422,179337.674862631
Maoribank,Owahanga,867.9873862358,201242.296106915
Maoribank,Woodville,888.5176660584,212970.634200288
Maoribank,Dannevirke West,980.178829363,237413.611081532
Maoribank,Dannevirke East,982.8040142008,238113.66037159
Maoribank,Norsewood-Herbertville,999.4711867487,242558.239717703
Berhampore East,Berhampore East,0,0
Berhampore East,Berhampore West,3.0475241382,812.6731035279
Berhampore East,Newtown East,3.7558605906,1001.5628241523
Berhampore East,Newtown West,5.3400737289,1424.0196610522
Berhampore East,Melrose-Houghton Bay-Southgate,7.0684951816,1884.9320484193
Berhampore East,Vogeltown,7.0931963327,1891.5190220539
Berhampore East,Island Bay East,7.9883014002,2130.2137067136
Berhampore East,Adelaide,8.9375412087,2383.344322324
Berhampore East,Kingston-Mornington,9.0172323174,2404.5952846302
Berhampore East,Vogeltown West,9.0916105189,2424.4294717132
Berhampore East,Island Bay West,9.1430019829,2438.1338620973
Berhampore East,Kilbirnie West-Hataitai South,9.7062498676,2588.3332980208
Berhampore East,Mt Cook-Wallace Street,9.8720348689,2632.5426317104
Berhampore East,Kilbirnie East,11.7343336017,3129.1556271246
Berhampore East,Mt Victoria West,14.0138538865,3737.0277030717
Berhampore East,Willis Street-Cambridge Terrace,14.0640594327,3750.4158487146
Berhampore East,Lyall Bay-Airport-Moa Point,14.1757835772,3780.2089539285
Berhampore East,Hataitai North,14.7414353189,3931.0494183699
Berhampore East,Happy Valley-Owhiro Bay,15.4372871778,3378.1003964307
Berhampore East,Aro Street-Nairn Street,16.1513099906,4307.0159975065
Berhampore East,Brooklyn,17.1636922304,4576.9845947733
Berhampore East,Miramar South,18.1572897313,4841.9439283439
Berhampore East,Brooklyn South,18.2296119582,4861.2298555211
Berhampore East,Lambton,18.4748539954,4926.6277320991
Berhampore East,Oriental Bay,19.4324654868,5181.9907964916
Berhampore East,Roseneath,19.4538408755,5187.6909001222
Berhampore East,Taitville,20.1327647852,5368.7372760417
Berhampore East,Seatoun Tunnel West,20.4479105947,5452.7761585946
Berhampore East,Kelburn,21.4130913643,5710.1576971453
Berhampore East,Strathmore Park,21.5677352086,5751.3960556388
Berhampore East,Miramar,21.6125658298,5763.350887935
Berhampore East,Miramar West,23.1409365427,6170.9164113767
Berhampore East,Thorndon-Tinakori Road,23.6396821663,6303.9152443536
Berhampore East,Northland,24.0484698287,6412.9252876585
Berhampore East,Seatoun,25.1831231523,6715.4995072682
Berhampore East,Miramar North,25.6479992503,6839.4664667481
Berhampore East,Karaka Bay-Worser Bay,26.2744755353,7006.5268094173
Berhampore East,Northland North,26.981934301,7195.1824802544
Berhampore East,Karori North,28.0197819809,7471.9418615643
Berhampore East,Maupuia,29.1258311918,7766.8883178091
Berhampore East,Wadestown,29.4485357691,7852.9428717569
Berhampore East,Kaiwharawhara,30.3369122383,8089.8432635571
Berhampore East,Wilton,30.5910322955,8157.6086121208
Berhampore East,Karori East,33.2761165521,7390.8590527178
Berhampore East,Karori Park,34.991396399,9331.0390397443
Berhampore East,Karori South,35.4612569459,9456.3351855689
Berhampore East,Te Kainga,36.2453529845,9665.4274625391
Berhampore East,Ngaio South,36.7825602215,9808.6827257227
Berhampore East,Ngauranga East,42.2165085578,11257.7356154045
Berhampore East,Awarua,42.5037734667,11334.3395911296
Berhampore East,Ngauranga West,45.1376582526,12036.7088673509
Berhampore East,Rangoon Heights,45.1986444586,12052.9718556184
Berhampore East,Khandallah Park-Broadmeadows,45.567604952,11623.3448084298
Berhampore East,Raroa,48.1135324899,12830.2753306401
Berhampore East,Johnsonville Central,51.1278309622,13634.0882565992
Berhampore East,Johnsonville East,53.0522166386,14147.257770285
Berhampore East,Johnsonville North,53.9093143822,14375.8171685806
Berhampore East,Makara-Ohariu,55.5755407804,14820.1442080989
Berhampore East,Paparangi West,56.2449920262,14998.6645403099
Berhampore East,Newlands North,56.5388573094,15077.028615847
Berhampore East,Churton Park South,56.8233067418,15152.8817978228
Berhampore East,Newlands South,56.8901268536,15170.7004942956
Berhampore East,Paparangi,57.8468447208,15425.8252588868
Berhampore East,Crofton Downs,58.1309304823,15501.5814619419
Berhampore East,Newlands East,62.4622963053,16656.6123480748
Berhampore East,Woodridge,62.5848158617,16689.284229775
Berhampore East,Glenside North,62.7638229088,16737.0194423361
Berhampore East,Grenada Village,63.5081011344,16935.4936358398
Berhampore East,Petone Central,63.8073100152,17015.2826707288
Berhampore East,Churton Park North,64.9088707063,17309.0321883363
Berhampore East,Korokoro,67.0367905606,17876.4774828364
Berhampore East,Esplanade,67.4254584952,17980.1222653917
Berhampore East,Wilford,69.6211793718,18565.6478324922
Berhampore East,Alicetown,69.6947026777,18585.2540473971
Berhampore East,Tawa South,72.8984213999,19439.5790399646
Berhampore East,Melling,73.3454521133,19558.7872302254
Berhampore East,Maungaraki,74.4767752904,19860.4734107702
Berhampore East,Moera,74.9350994746,19982.6931932141
Berhampore East,Hutt Central,75.8077778038,20215.4074143519
Berhampore East,Gracefield,75.8534109428,20227.5762514041
Berhampore East,Woburn North,77.337436945,20623.3165186616
Berhampore East,Tawa Central,78.0507698362,20813.5386229923
Berhampore East,Woburn South,78.0761436413,20820.3049710211
Berhampore East,Grenada North,78.8901043005,21037.3611468128
Berhampore East,Waterloo West,79.4058382648,21174.8902039488
Berhampore East,Normandale,80.1164330957,21364.3821588452
Berhampore East,Tirohanga,81.3622055981,21696.5881594811
Berhampore East,Greenacres,82.4684034666,21991.5742577709
Berhampore East,Linden,82.6461428917,22038.9714377808
Berhampore East,Waiwhetu South,82.6937411342,22051.6643024569
Berhampore East,Waiwhetu North,82.7693221101,22071.8192293713
Berhampore East,Epuni West,82.8983474718,22106.2259924882
Berhampore East,Boulcott,83.4332320948,22248.8618919403
Berhampore East,Waterloo East,85.5705335132,22818.8089368498
Berhampore East,Epuni East,86.5528698585,23080.7652955966
Berhampore East,Takapu,86.7603224626,23136.0859900312
Berhampore East,Porirua Central,88.2371317049,23529.9017879837
Berhampore East,Avalon West,90.7434010009,24198.240266914
Berhampore East,Avalon East,90.7639906618,24203.7308431361
Berhampore East,Naenae South,92.978880147,24794.3680391981
Berhampore East,Parkway,96.0111659471,25602.9775858839
Berhampore East,Taita South,97.3516538113,25960.4410163406
Berhampore East,Porirua East,97.4866933346,25996.4515558998
Berhampore East,Eastbourne,97.831556299,26088.4150130708
Berhampore East,Naenae North,98.0804445785,26154.7852209315
Berhampore East,Fernlea,99.6561173196,26521.6928235522
Berhampore East,Ranui Heights,99.9042372068,26641.1299218173
Berhampore East,Taita North,101.1898951687,26983.9720449904
Berhampore East,Cannons Creek North,102.7154969534,27390.799187579
Berhampore East,Kelson,104.6650234852,27910.6729293741
Berhampore East,Cannons Creek South,105.5284160574,28140.9109486449
Berhampore East,Cannons Creek East,105.8965424211,28239.0779789669
Berhampore East,Homedale East,106.5851562916,28422.7083444173
Berhampore East,Belmont,106.8419215517,28491.1790804577
Berhampore East,Titahi Bay South,108.0551564631,28814.7083901501
Berhampore East,Elsdon-Takapuwahia,108.1553719946,28841.432531902
Berhampore East,Arakura,108.1914844009,28851.0625069166
Berhampore East,Glendale,108.592726418,28958.0603781231
Berhampore East,Homedale West,109.2883384607,29143.5569228459
Berhampore East,Waitangirua,109.5513828555,29213.7020948018
Berhampore East,Onepoto,110.2656680355,29404.1781428117
Berhampore East,Titahi Bay North,110.4476213618,29452.6990298184
Berhampore East,Adventure,111.2394647872,29663.8572765854
Berhampore East,Holborn,114.9487288084,30652.9943489103
Berhampore East,Tawhai,115.6292792926,30834.4744780179
Berhampore East,Ascot Park,117.158267661,31242.2047096092
Berhampore East,Delaney,118.7644481381,31670.5195034821
Berhampore East,Discovery,119.8378563647,31956.7616972607
Berhampore East,Heretaunga-Silverstream,121.8118388461,32483.1570256284
Berhampore East,Manuka,122.8373470966,32756.6258924329
Berhampore East,Paremata-Postgate,123.0707526174,32818.8673646273
Berhampore East,Papakowhai South,123.2651106933,32329.7872257654
Berhampore East,Papakowhai North,124.4419194292,33184.5118477974
Berhampore East,Heretaunga,125.1635293322,33376.9411552538
Berhampore East,Endeavour,127.0075499079,33868.6799754421
Berhampore East,Resolution,130.2614870389,34736.3965436934
Berhampore East,Pinehaven,130.3227008358,34752.7202228677
Berhampore East,Trentham South,131.9055124704,35174.8033254337
Berhampore East,Brentwood,133.2186415021,35524.9710672199
Berhampore East,Trentham North,133.8858726563,35702.8993750026
Berhampore East,Poets Block,136.5778721516,36420.7659070805
Berhampore East,Wallaceville,139.5599287008,37215.980986872
Berhampore East,Elderslea,140.3166793989,37417.7811730463
Berhampore East,Upper Hutt Central,142.008755107,37869.0013618781
Berhampore East,Maidstone,144.5333576089,38542.2286956981
Berhampore East,Ebdentown,145.266259819,38737.6692850548
Berhampore East,Clouston Park,148.4530626194,39587.483365178
Berhampore East,Totara Park,152.3679143222,40631.4438192567
Berhampore East,Mana-Camborne,155.8393445425,41557.1585446665
Berhampore East,Maoribank,158.9179775642,42378.1273504653
Berhampore East,Emerald Hill,172.0278188239,45874.0850197022
Berhampore East,Plimmerton,173.2895143113,46210.5371496853
Berhampore East,Te Marua,180.4448074636,48118.615323619
Berhampore East,Pukerua Bay,182.3898344793,48637.2891944761
Berhampore East,Paekakariki,207.8806846963,55434.8492523415
Berhampore East,Raumati South,230.8631859658,61172.596321397
Berhampore East,Raumati Beach,234.6254140446,62566.777078564
Berhampore East,Paraparaumu Central,245.2924520119,65411.320536502
Berhampore East,Paraparaumu Beach South,245.7221050893,65525.8946904718
Berhampore East,Paraparaumu Beach North,253.4831136643,67595.4969771407
Berhampore East,Otaihanga,258.0006112637,68800.1630036552
Berhampore East,Waikanae Beach,274.4882330299,72226.5413788465
Berhampore East,Waikanae Park,283.6993852193,75594.0555269581
Berhampore East,Waikanae East,285.0875124114,76023.3366430323
Berhampore East,Waikanae West,285.4418144801,76058.7033298419
Berhampore East,Kaitawa,288.6963141426,76985.6837713687
Berhampore East,Featherston,391.9257191223,80546.1150173351
Berhampore East,Martinborough,454.2340082667,97161.6587891796
Berhampore East,Kahutara,465.7582123168,98299.6475607162
Berhampore East,Greytown,485.8265553384,105586.338008295
Berhampore East,Tuturumuri,562.3380360321,125989.399526626
Berhampore East,Carterton,562.6592013919,126075.043622564
Berhampore East,Waingawa,586.1226338146,132331.958935279
Berhampore East,Solway South,622.7931420041,142110.761119153
Berhampore East,Masterton East,623.9159675656,142410.181268887
Berhampore East,Lansdowne,633.0027222095,144833.315840596
Berhampore East,Masterton Central,635.2096983778,145421.842818804
Berhampore East,Masterton Railway,636.3744013046,145732.430265949
Berhampore East,Masterton West,636.5843003312,145788.403339718
Berhampore East,Ngaumutawa,642.6869411766,147415.774231811
Berhampore East,Solway North,643.3332385984,147588.12021096
Berhampore East,Mt Holdsworth,643.9704796976,143889.657466099
Berhampore East,Opaki-Fernridge,645.4637760839,148156.263540433
Berhampore East,Whareama,724.624507036,169265.791794312
Berhampore East,Eketahuna,843.962617536,201089.287927645
Berhampore East,Mangatainoka,894.4909055045,213109.844548199
Berhampore East,Pahiatua,908.4342867124,218281.733041357
Berhampore East,Owahanga,1014.027604406,240186.35428564
Berhampore East,Woodville,1034.5578842286,251914.692379013
Berhampore East,Dannevirke West,1126.2190475333,276357.669260258
Berhampore East,Dannevirke East,1128.844232371,277057.718550316
Berhampore East,Norsewood-Herbertville,1145.5114049189,281502.297896428
Lambton,Lambton,0,0
Lambton,Willis Street-Cambridge Terrace,4.8718378333,1299.1567555401
Lambton,Aro Street-Nairn Street,7.0452274686,1878.7273249511
Lambton,Kelburn,7.4111020055,1976.2938681358
Lambton,Thorndon-Tinakori Road,7.7848282592,2075.9542024635
Lambton,Mt Victoria West,8.998363367,2399.5635645206
Lambton,Mt Cook-Wallace Street,9.1052630945,2428.0701585435
Lambton,Oriental Bay,9.2065155493,2455.070813141
Lambton,Taitville,10.1283539129,2700.8943767724
Lambton,Northland,12.0423600717,3211.2960191132
Lambton,Northland North,13.5522398619,3613.9306298271
Lambton,Roseneath,13.5592751301,3615.8067013706
Lambton,Wadestown,13.593681862,3624.9818298668
Lambton,Brooklyn,13.6053457865,3628.0922097462
Lambton,Vogeltown West,13.6611891849,3642.9837826334
Lambton,Newtown West,13.7318653894,3661.8307705131
Lambton,Adelaide,13.8788103291,3701.0160877714
Lambton,Vogeltown,13.8946865516,3705.2497470908
Lambton,Hataitai North,14.2346598255,3795.9092867987
Lambton,Kaiwharawhara,14.71062506,3922.8333493358
Lambton,Brooklyn South,15.8059788182,4214.9276848466
Lambton,Karori North,16.4689960084,4391.7322689139
Lambton,Kilbirnie West-Hataitai South,16.8422016667,4491.2537777825
Lambton,Kingston-Mornington,17.1770600747,4580.5493532539
Lambton,Newtown East,17.3406056431,4624.1615048357
Lambton,Wilton,17.4064927046,4641.7313878838
Lambton,Berhampore West,18.2500665653,4866.6844174038
Lambton,Berhampore East,18.5508168807,4946.8845015122
Lambton,Te Kainga,20.6190658062,5498.4175483179
Lambton,Kilbirnie East,20.8659398698,5564.2506319456
Lambton,Ngaio South,21.1562730431,5641.6728115015
Lambton,Happy Valley-Owhiro Bay,22.7909140003,6077.5770667466
Lambton,Karori Park,23.4406104266,6250.8294470939
Lambton,Karori South,23.4551471888,6254.7059170236
Lambton,Island Bay East,24.5045253747,6534.5400999288
Lambton,Melrose-Houghton Bay-Southgate,24.8108986228,6616.239632759
Lambton,Island Bay West,25.5432636041,6811.5369611012
Lambton,Ngauranga East,26.5902213794,7090.7257011833
Lambton,Lyall Bay-Airport-Moa Point,26.7521805708,7133.9148188817
Lambton,Awarua,26.8774862884,7167.3296769084
Lambton,Miramar South,28.1418657617,7504.4975364627
Lambton,Ngauranga West,29.5113710742,7869.6989531297
Lambton,Rangoon Heights,29.5723572802,7885.9619413972
Lambton,Karori East,29.7705975932,6456.0539970051
Lambton,Khandallah Park-Broadmeadows,29.9413177737,7456.3348942086
Lambton,Seatoun Tunnel West,30.4324866252,8115.3297667134
Lambton,Strathmore Park,31.5523112391,8413.9496637576
Lambton,Miramar,31.5971418602,8425.9044960538
Lambton,Raroa,32.4872453116,8663.2654164189
Lambton,Miramar West,33.1255125731,8833.4700194955
Lambton,Seatoun,35.1676991827,9378.053115387
Lambton,Johnsonville Central,35.5015437839,9467.078342378
Lambton,Miramar North,35.6325752808,9502.0200748669
Lambton,Karaka Bay-Worser Bay,36.2590515658,9669.0804175361
Lambton,Johnsonville East,37.4259294602,9980.2478560637
Lambton,Johnsonville North,38.2830272038,10208.8072543594
Lambton,Maupuia,39.1104072222,10429.4419259279
Lambton,Paparangi West,40.6187048478,10831.6546260886
Lambton,Newlands North,40.9125701311,10910.0187016257
Lambton,Churton Park South,41.1970195635,10985.8718836015
Lambton,Newlands South,41.2638396753,11003.6905800744
Lambton,Paparangi,42.2205575425,11258.8153446655
Lambton,Crofton Downs,42.504643304,11334.5715477207
Lambton,Makara-Ohariu,44.0247548079,11739.9346154485
Lambton,Newlands East,46.836009127,12489.6024338536
Lambton,Woodridge,46.9585286833,12522.2743155537
Lambton,Glenside North,47.1375357304,12570.0095281149
Lambton,Grenada Village,47.8818139561,12768.4837216185
Lambton,Petone Central,48.1750735733,12846.6862862067
Lambton,Churton Park North,49.2825835279,13142.022274115
Lambton,Korokoro,51.4045541187,13707.8810983143
Lambton,Esplanade,51.7932220533,13811.5258808696
Lambton,Wilford,53.9889429299,14397.0514479702
Lambton,Alicetown,54.0624662358,14416.657662875
Lambton,Tawa South,57.2721342215,15272.5691257434
Lambton,Melling,57.7132156714,15390.1908457033
Lambton,Maungaraki,58.8445388484,15691.8770262481
Lambton,Moera,59.3028630326,15814.0968086921
Lambton,Hutt Central,60.1755413619,16046.8110298299
Lambton,Gracefield,60.2211745008,16058.9798668821
Lambton,Woburn North,61.705200503,16454.7201341395
Lambton,Tawa Central,62.4244826579,16646.528708771
Lambton,Woburn South,62.4439071994,16651.7085864991
Lambton,Grenada North,63.2638171222,16870.3512325915
Lambton,Waterloo West,63.7736018229,17006.2938194267
Lambton,Normandale,64.4841966537,17195.7857743232
Lambton,Tirohanga,65.7299691561,17527.991774959
Lambton,Greenacres,66.8421162883,17824.5643435496
Lambton,Linden,67.0198557133,17871.9615235595
Lambton,Waiwhetu South,67.0615046923,17883.0679179348
Lambton,Waiwhetu North,67.1370856682,17903.2228448492
Lambton,Epuni West,67.2661110299,17937.6296079661
Lambton,Boulcott,67.8009956528,18080.2655074182
Lambton,Waterloo East,69.9382970712,18650.2125523277
Lambton,Epuni East,70.9206334165,18912.1689110746
Lambton,Takapu,71.1340352843,18969.07607581
Lambton,Porirua Central,72.6108445266,19362.8918737625
Lambton,Avalon West,75.111164559,20029.6438823919
Lambton,Avalon East,75.1317542198,20035.1344586141
Lambton,Naenae South,77.346643705,20625.771654676
Lambton,Parkway,80.3789295051,21434.3812013619
Lambton,Taita South,81.7194173693,21791.8446318186
Lambton,Porirua East,81.8604061563,21829.4416416786
Lambton,Eastbourne,82.1993198571,21919.8186285487
Lambton,Naenae North,82.4482081365,21986.1888364094
Lambton,Fernlea,84.0238808777,22353.0964390302
Lambton,Ranui Heights,84.2779500285,22474.120007596
Lambton,Taita North,85.5576587268,22815.3756604684
Lambton,Cannons Creek North,87.0892097751,23223.7892733578
Lambton,Kelson,89.0327870432,23742.076544852
Lambton,Cannons Creek South,89.9021288791,23973.9010344236
Lambton,Cannons Creek East,90.2702552428,24072.0680647456
Lambton,Homedale East,90.9529198496,24254.1119598952
Lambton,Belmont,91.2096851098,24322.5826959356
Lambton,Titahi Bay South,92.4288692847,24647.6984759289
Lambton,Elsdon-Takapuwahia,92.5290848163,24674.4226176807
Lambton,Arakura,92.559247959,24682.4661223945
Lambton,Glendale,92.960489976,24789.463993601
Lambton,Homedale West,93.6561020187,24974.9605383239
Lambton,Waitangirua,93.9250956772,25046.6921805805
Lambton,Onepoto,94.6393808572,25237.1682285905
Lambton,Titahi Bay North,94.8213341835,25285.6891155971
Lambton,Adventure,95.6131776089,25496.8473623641
Lambton,Holborn,99.3164923665,26484.3979643882
Lambton,Tawhai,99.9970428506,26665.8780934959
Lambton,Ascot Park,101.5319804827,27075.1947953879
Lambton,Delaney,103.1322116961,27501.9231189601
Lambton,Discovery,104.2115691864,27789.7517830395
Lambton,Heretaunga-Silverstream,106.1796024041,28314.5606411063
Lambton,Manuka,107.2051106547,28588.0295079108
Lambton,Paremata-Postgate,107.444465439,28651.8574504061
Lambton,Papakowhai South,107.638823515,28162.7773115441
Lambton,Papakowhai North,108.8156322509,29017.5019335762
Lambton,Heretaunga,109.5312928902,29208.3447707318
Lambton,Endeavour,111.3812627296,29701.6700612208
Lambton,Resolution,114.6292505969,30567.8001591713
Lambton,Pinehaven,114.6904643938,30584.1238383456
Lambton,Trentham South,116.2732760284,31006.2069409116
Lambton,Brentwood,117.5864050601,31356.3746826979
Lambton,Trentham North,118.2536362143,31534.3029904806
Lambton,Poets Block,120.9456357096,32252.1695225584
Lambton,Wallaceville,123.9276922588,33047.38460235
Lambton,Elderslea,124.684442957,33249.1847885243
Lambton,Upper Hutt Central,126.3765186651,33700.404977356
Lambton,Maidstone,128.9011211669,34373.6323111761
Lambton,Ebdentown,129.634023377,34569.0729005328
Lambton,Clouston Park,132.8208261775,35418.8869806559
Lambton,Totara Park,136.7356778803,36462.8474347346
Lambton,Mana-Camborne,140.2130573642,37390.1486304453
Lambton,Maoribank,143.2857411223,38209.5309659433
Lambton,Emerald Hill,156.3955823819,41705.4886351802
Lambton,Plimmerton,157.663227133,42043.527235464
Lambton,Te Marua,164.8125710216,43950.018939097
Lambton,Pukerua Bay,166.763547301,44470.2792802548
Lambton,Paekakariki,192.254397518,51267.8393381202
Lambton,Raumati South,215.2368987874,57005.5864071757
Lambton,Raumati Beach,218.9991268663,58399.7671643428
Lambton,Paraparaumu Central,229.6661648336,61244.3106222807
Lambton,Paraparaumu Beach South,230.0958179109,61358.8847762505
Lambton,Paraparaumu Beach North,237.8568264859,63428.4870629195
Lambton,Otaihanga,242.3743240854,64633.1530894339
Lambton,Waikanae Beach,258.8619458516,68059.5314646253
Lambton,Waikanae Park,268.073098041,71427.0456127369
Lambton,Waikanae East,269.4552759694,71854.7402585102
Lambton,Waikanae West,269.8155273018,71891.6934156206
Lambton,Kaitawa,273.0640777007,72817.0873868466
Lambton,Featherston,376.2934826803,76377.518632813
Lambton,Martinborough,438.6017718248,92993.0624046575
Lambton,Kahutara,450.1259758749,94131.0511761942
Lambton,Greytown,470.1943188964,101417.741623773
Lambton,Tuturumuri,546.7057995902,121820.803142104
Lambton,Carterton,547.0269649499,121906.447238042
Lambton,Waingawa,570.4903973726,128163.362550757
Lambton,Solway South,607.1609055622,137942.164734631
Lambton,Masterton East,608.2837311237,138241.584884365
Lambton,Lansdowne,617.3704857676,140664.719456074
Lambton,Masterton Central,619.5774619358,141253.246434282
Lambton,Masterton Railway,620.7421648626,141563.833881427
Lambton,Masterton West,620.9520638893,141619.806955196
Lambton,Ngaumutawa,627.0547047346,143247.177847289
Lambton,Solway North,627.7010021564,143419.523826438
Lambton,Mt Holdsworth,628.3382432556,139721.061081577
Lambton,Opaki-Fernridge,629.831539642,143987.667155911
Lambton,Whareama,708.992270594,165097.19540979
Lambton,Eketahuna,828.330381094,196920.691543123
Lambton,Mangatainoka,878.8586690625,208941.248163676
Lambton,Pahiatua,892.8020502704,214113.136656835
Lambton,Owahanga,998.3953679641,236017.757901118
Lambton,Woodville,1018.9256477866,247746.095994491
Lambton,Dannevirke West,1110.5868110913,272189.072875736
Lambton,Dannevirke East,1113.211995929,272889.122165794
Lambton,Norsewood-Herbertville,1129.8791684769,277333.701511906
Epuni East,Epuni East,0,0
Epuni East,Waterloo East,4.8010756924,1280.2868513086
Epuni East,Epuni West,6.0605534401,1616.1475840215
Epuni East,Waterloo West,7.9384069652,2116.9085240632
Epuni East,Boulcott,7.995797418,2132.2126447992
Epuni East,Waiwhetu North,8.082677067,2155.3805511907
Epuni East,Naenae South,8.9987609657,2399.6695908611
Epuni East,Avalon East,9.990864928,2664.2306474545
Epuni East,Hutt Central,10.934765303,2915.9374141329
Epuni East,Waiwhetu South,11.528840358,3074.3574287891
Epuni East,Woburn North,11.789333928,3143.8223807966
Epuni East,Avalon West,12.0288288179,3207.6876847752
Epuni East,Naenae North,14.3984073143,3839.5752838192
Epuni East,Woburn South,14.4550025227,3854.6673393885
Epuni East,Moera,15.0359737874,4009.5930099604
Epuni East,Taita South,15.2199892945,4058.6638118697
Epuni East,Melling,15.9692661487,4258.4709729832
Epuni East,Alicetown,17.2435298716,4598.2746324178
Epuni East,Tirohanga,18.9116676384,5043.1113702284
Epuni East,Gracefield,20.010078199,5336.0208530631
Epuni East,Taita North,20.5401287894,5477.3676771616
Epuni East,Wilford,21.7092818503,5789.1418267388
Epuni East,Esplanade,22.8382392212,6090.1971256557
Epuni East,Arakura,23.4985035123,6266.2676032823
Epuni East,Glendale,24.1862448176,6449.6652846999
