origin (2013 area unit name),destination,distance (meters),time (minutes)
Ascot Park,Vogeltown West,31217,124.7
Ascot Park,Wadestown,28372,80.18333333333334
Ascot Park,Waikanae Beach,42732,382.4166666666667
Ascot Park,Waikanae East,45346,82.3
Ascot Park,Waikanae Park,40033,390.46666666666664
Ascot Park,Waikanae West,45542,80.56666666666666
Ascot Park,Waingawa,113024,332.6166666666667
Ascot Park,Waitangirua,3079,16.533333333333335
Ascot Park,Waiwhetu North,41916,90.0
Ascot Park,Waiwhetu South,40929,87.7
Ascot Park,Wallaceville,56634,98.13333333333334
Ascot Park,Waterloo East,41553,84.8
Ascot Park,Waterloo West,40871,75.66666666666667
Ascot Park,Whareama,,
Ascot Park,Wilford,38224,74.2
Ascot Park,Willis Street-Cambridge Terrace,27244,69.95
Ascot Park,Wilton,31220,86.63333333333334
Ascot Park,Woburn North,39702,72.7
Ascot Park,Woburn South,40189,79.18333333333334
Ascot Park,Woodridge,37507,122.48333333333333
Ascot Park,Woodville,139670,192.81666666666666
Avalon East,Adelaide,23405,63.416666666666664
Avalon East,Adventure,41752,106.68333333333334
Avalon East,Akatarawa,23448,85.91666666666667
Avalon East,Alicetown,6666,20.666666666666668
Avalon East,Arakura,13638,36.416666666666664
Avalon East,Aro Street-Nairn Street,23937,63.93333333333333
Avalon East,Ascot Park,43493,103.11666666666666
Avalon East,Avalon East,0,0.0
Avalon East,Avalon West,1748,21.033333333333335
Avalon East,Awarua,25378,67.08333333333333
Avalon East,Belmont,7223,78.55
Avalon East,Berhampore East,25500,71.73333333333333
Avalon East,Berhampore West,25342,70.11666666666666
Avalon East,Boulcott,2565,17.75
Avalon East,Brentwood,13033,36.7
Avalon East,Brooklyn,24202,69.1
Avalon East,Brooklyn South,25188,80.16666666666667
Avalon East,Cannons Creek East,40385,97.5
Avalon East,Cannons Creek North,39554,95.11666666666666
Avalon East,Cannons Creek South,40862,102.61666666666666
Avalon East,Carterton,59954,93.2
Avalon East,Churton Park North,40060,132.63333333333333
Avalon East,Churton Park South,30807,92.5
Avalon East,Clouston Park,19222,48.43333333333333
Avalon East,Cloustonville,31052,59.63333333333333
Avalon East,Crofton Downs,25125,80.4
Avalon East,Dannevirke East,194251,271.06666666666666
Avalon East,Dannevirke West,195226,283.9166666666667
Avalon East,Delaney,9603,34.75
Avalon East,Discovery,45543,107.56666666666666
Avalon East,Eastbourne,18714,71.71666666666667
Avalon East,Ebdentown,16046,41.86666666666667
Avalon East,Eketahuna,206837,271.6666666666667
Avalon East,Elderslea,15025,40.86666666666667
Avalon East,Elsdon-Takapuwahia,40647,119.73333333333333
Avalon East,Emerald Hill,22743,62.85
Avalon East,Endeavour,49312,136.53333333333333
Avalon East,Epuni East,8206,27.85
Avalon East,Epuni West,2645,13.95
Avalon East,Esplanade,10540,32.5
Avalon East,Featherston,39874,63.766666666666666
Avalon East,Fernlea,11206,45.0
Avalon East,Glendale,16407,43.96666666666667
Avalon East,Glenside North,36607,98.21666666666667
Avalon East,Gracefield,15311,48.666666666666664
Avalon East,Greenacres,34956,94.6
Avalon East,Grenada North,32821,101.78333333333333
Avalon East,Grenada Village,32809,116.46666666666667
Avalon East,Greytown,63144,92.35
Avalon East,Happy Valley-Owhiro Bay,28340,89.0
Avalon East,Hataitai North,23298,67.46666666666667
Avalon East,Haywards-Manor Park,8141,45.78333333333333
Avalon East,Heretaunga,11615,31.683333333333334
Avalon East,Heretaunga-Silverstream,9241,18.666666666666668
Avalon East,Holborn,7712,38.916666666666664
Avalon East,Homebush-Te Ore Ore,86351,261.1166666666667
Avalon East,Homedale East,12823,44.666666666666664
Avalon East,Homedale West,17269,41.93333333333333
Avalon East,Horokiwi,35738,125.36666666666666
Avalon East,Hutt Central,4552,21.783333333333335
Avalon East,Island Bay East,27255,82.53333333333333
Avalon East,Island Bay West,27235,82.36666666666666
Avalon East,Johnsonville Central,29501,75.13333333333334
Avalon East,Johnsonville East,18470,59.0
Avalon East,Johnsonville North,30018,82.73333333333333
Avalon East,Kahutara,65152,86.23333333333333
Avalon East,Kaitawa,84806,136.21666666666667
Avalon East,Kaiwharawhara,16337,43.71666666666667
Avalon East,Kapiti Island,,
Avalon East,Karaka Bay-Worser Bay,29991,99.78333333333333
Avalon East,Karori East,23552,90.71666666666667
Avalon East,Karori North,24070,79.35
Avalon East,Karori Park,25617,77.23333333333333
Avalon East,Karori South,27416,101.33333333333333
Avalon East,Kelburn,20579,60.88333333333333
Avalon East,Kelson,,
Avalon East,Khandallah Park-Broadmeadows,30877,107.88333333333334
Avalon East,Kilbirnie East,26049,62.21666666666667
Avalon East,Kilbirnie West-Hataitai South,25190,63.18333333333333
Avalon East,Kingston-Mornington,25807,64.46666666666667
Avalon East,Kopuaranga,,
Avalon East,Korokoro,10238,49.18333333333333
Avalon East,Lambton,19784,45.36666666666667
Avalon East,Lansdowne,75829,128.73333333333332
Avalon East,Linden,33893,78.13333333333334
Avalon East,Lyall Bay-Airport-Moa Point,28040,86.98333333333333
Avalon East,Maidstone,15177,31.7
Avalon East,Makara-Ohariu,38299,82.78333333333333
Avalon East,Mana Island,43401,104.65
Avalon East,Mana-Camborne,42858,99.23333333333333
Avalon East,Mangaroa,31057,56.516666666666666
Avalon East,Mangatainoka,191123,263.48333333333335
Avalon East,Manuka,10811,42.28333333333333
Avalon East,Maoribank,20629,48.96666666666667
Avalon East,Mara,,
Avalon East,Martinborough,64461,92.63333333333334
Avalon East,Masterton Central,74473,110.65
Avalon East,Masterton East,241915,316.18333333333334
Avalon East,Masterton Railway,72526,102.85
Avalon East,Masterton West,72494,102.5
Avalon East,Maungakotukutuku,76563,108.55
Avalon East,Maungaraki,11565,38.3
Avalon East,Maupuia,30897,110.7
Avalon East,Melling,6206,31.766666666666666
Avalon East,Melrose-Houghton Bay-Southgate,27452,96.06666666666666
Avalon East,Miramar,29004,78.56666666666666
Avalon East,Miramar North,29638,92.8
Avalon East,Miramar South,27946,66.56666666666666
Avalon East,Miramar West,28556,80.6
Avalon East,Mitchelltown,23619,76.93333333333334
Avalon East,Moera,5511,26.9
Avalon East,Moonshine Valley,19094,56.35
Avalon East,Mt Cook-Wallace Street,22159,52.35
Avalon East,Mt Holdsworth,,
Avalon East,Mt Victoria West,22306,61.71666666666667
Avalon East,Naenae North,3937,12.983333333333333
Avalon East,Naenae South,6063,20.233333333333334
Avalon East,Newlands East,20446,58.18333333333333
Avalon East,Newlands North,18169,51.71666666666667
Avalon East,Newlands South,17923,52.86666666666667
Avalon East,Newtown East,24996,66.43333333333334
Avalon East,Newtown West,23866,61.6
Avalon East,Ngaio South,28826,68.61666666666666
Avalon East,Ngaumutawa,72713,105.63333333333334
Avalon East,Ngauranga East,14805,43.56666666666667
Avalon East,Ngauranga West,15215,50.36666666666667
Avalon East,Nireaha-Tiraumea,219212,283.3333333333333
Avalon East,Normandale,10497,39.95
Avalon East,Norsewood-Herbertville,,
Avalon East,Northland,21320,68.95
Avalon East,Northland North,24598,91.55
Avalon East,Onepoto,47096,129.55
Avalon East,Opaki-Fernridge,76274,99.95
Avalon East,Oriental Bay,22569,70.81666666666666
Avalon East,Otaihanga,73370,154.43333333333334
Avalon East,Otaki,87178,124.55
Avalon East,Otaki Forks,,
Avalon East,Owahanga,,
Avalon East,Paekakariki,59446,108.48333333333333
Avalon East,Paekakariki Hill,65037,113.88333333333334
Avalon East,Pahiatua,182545,257.25
Avalon East,Papakowhai North,42036,101.91666666666667
Avalon East,Papakowhai South,41141,98.5
Avalon East,Paparangi,19023,55.61666666666667
Avalon East,Paparangi West,25699,67.51666666666667
Avalon East,Papatawa,176907,244.23333333333332
Avalon East,Paraparaumu Beach North,73840,135.23333333333332
Avalon East,Paraparaumu Beach South,72218,133.88333333333333
Avalon East,Paraparaumu Central,69677,129.68333333333334
Avalon East,Paremata-Postgate,41950,103.95
Avalon East,Parkway,10462,32.516666666666666
Avalon East,Pauatahanui,49715,108.26666666666667
Avalon East,Peka Peka,81192,137.66666666666666
Avalon East,Pencarrow,18378,43.3
Avalon East,Petone Central,8751,25.066666666666666
Avalon East,Pinehaven,15548,47.2
Avalon East,Plimmerton,45010,115.13333333333334
Avalon East,Poets Block,17321,43.266666666666666
Avalon East,Porirua Central,36553,100.46666666666667
Avalon East,Porirua East,38275,94.6
Avalon East,Pukerua Bay,50244,111.66666666666667
Avalon East,Rangoon Heights,27631,78.15
Avalon East,Ranui Heights,38179,103.15
Avalon East,Raroa,28788,76.85
Avalon East,Raumati Beach,69934,133.33333333333334
Avalon East,Raumati South,73548,145.95
Avalon East,Resolution,48346,131.51666666666668
Avalon East,Riverstone Terraces,17405,90.0
Avalon East,Roseneath,23838,80.5
Avalon East,Seatoun,30521,94.23333333333333
Avalon East,Seatoun Tunnel West,29381,69.71666666666667
Avalon East,Solway North,71421,103.46666666666667
Avalon East,Solway South,73027,122.61666666666666
Avalon East,Strathmore Park,31486,81.18333333333334
Avalon East,Taita North,4297,18.416666666666668
Avalon East,Taita South,2518,17.183333333333334
Avalon East,Taitville,22056,75.28333333333333
Avalon East,Takapu,,
Avalon East,Tawa Central,33368,84.61666666666666
Avalon East,Tawa South,31494,83.03333333333333
Avalon East,Tawhai,9019,37.68333333333333
Avalon East,Te Horo,86989,142.68333333333334
Avalon East,Te Kainga,26391,69.1
Avalon East,Te Marua,24636,58.016666666666666
Avalon East,Te Wharau,,
Avalon East,Thorndon-Tinakori Road,19349,39.18333333333333
Avalon East,Tirohanga,5529,45.0
Avalon East,Titahi Bay North,43061,105.06666666666666
Avalon East,Titahi Bay South,42150,103.26666666666667
Avalon East,Totara Park,17779,53.583333333333336
Avalon East,Trentham North,12688,32.916666666666664
Avalon East,Trentham South,12447,41.96666666666667
Avalon East,Tuturumuri,,
Avalon East,Upper Hutt Central,15188,31.383333333333333
Avalon East,Vogeltown,25320,66.46666666666667
Avalon East,Vogeltown West,24866,61.766666666666666
Avalon East,Wadestown,22021,47.25
Avalon East,Waikanae Beach,80826,434.46666666666664
Avalon East,Waikanae East,75658,140.33333333333334
Avalon East,Waikanae Park,78127,442.51666666666665
Avalon East,Waikanae West,75854,138.6
Avalon East,Waingawa,70367,261.68333333333334
Avalon East,Waitangirua,41463,102.95
Avalon East,Waiwhetu North,4542,27.066666666666666
Avalon East,Waiwhetu South,5600,29.766666666666666
Avalon East,Wallaceville,13874,27.2
Avalon East,Waterloo East,9308,31.816666666666666
Avalon East,Waterloo West,3371,12.733333333333333
Avalon East,Whareama,,
Avalon East,Wilford,6729,21.266666666666666
Avalon East,Willis Street-Cambridge Terrace,20893,47.016666666666666
Avalon East,Wilton,24869,53.7
Avalon East,Woburn North,13217,35.46666666666667
Avalon East,Woburn South,5019,21.25
Avalon East,Woodridge,21470,59.55
Avalon East,Woodville,169148,239.33333333333334
Avalon West,Adelaide,25141,74.65
Avalon West,Adventure,43797,117.91666666666667
Avalon West,Akatarawa,23941,83.91666666666667
Avalon West,Alicetown,6592,21.033333333333335
Avalon West,Arakura,17745,50.4
Avalon West,Aro Street-Nairn Street,25670,75.16666666666667
Avalon West,Ascot Park,45538,114.35
Avalon West,Avalon East,1748,21.033333333333335
Avalon West,Avalon West,0,0.0
Avalon West,Awarua,27423,78.31666666666666
Avalon West,Belmont,6363,76.81666666666666
Avalon West,Berhampore East,27146,82.96666666666667
Avalon West,Berhampore West,26988,81.35
Avalon West,Boulcott,3383,18.616666666666667
Avalon West,Brentwood,12955,30.183333333333334
Avalon West,Brooklyn,25935,80.33333333333333
Avalon West,Brooklyn South,26920,91.4
Avalon West,Cannons Creek East,41991,124.93333333333334
Avalon West,Cannons Creek North,41160,122.55
Avalon West,Cannons Creek South,42907,113.85
Avalon West,Carterton,61073,106.8
Avalon West,Churton Park North,42105,143.86666666666667
Avalon West,Churton Park South,32749,119.93333333333334
Avalon West,Clouston Park,17564,39.63333333333333
Avalon West,Cloustonville,29394,50.833333333333336
Avalon West,Crofton Downs,27067,107.83333333333333
Avalon West,Dannevirke East,198729,274.78333333333336
Avalon West,Dannevirke West,199704,287.6333333333333
Avalon West,Delaney,8735,32.166666666666664
Avalon West,Discovery,47588,118.8
Avalon West,Eastbourne,19833,85.31666666666666
Avalon West,Ebdentown,17370,43.31666666666667
Avalon West,Eketahuna,211315,275.3833333333333
Avalon West,Elderslea,14686,36.06666666666667
Avalon West,Elsdon-Takapuwahia,42692,130.96666666666667
Avalon West,Emerald Hill,23236,60.85
Avalon West,Endeavour,50431,150.13333333333333
Avalon West,Epuni East,4263,27.566666666666666
Avalon West,Epuni West,3011,11.366666666666667
Avalon West,Esplanade,8457,31.916666666666668
Avalon West,Featherston,40993,77.36666666666666
Avalon West,Fernlea,15413,56.233333333333334
Avalon West,Glendale,20514,57.95
Avalon West,Glenside North,30838,115.41666666666667
Avalon West,Gracefield,9212,54.03333333333333
Avalon West,Greenacres,36898,122.03333333333333
Avalon West,Grenada North,34763,129.21666666666667
Avalon West,Grenada Village,34854,127.7
Avalon West,Greytown,58369,119.35
Avalon West,Happy Valley-Owhiro Bay,29851,118.58333333333333
Avalon West,Hataitai North,25023,65.7
Avalon West,Haywards-Manor Park,9260,59.38333333333333
Avalon West,Heretaunga,10699,25.116666666666667
Avalon West,Heretaunga-Silverstream,10360,32.266666666666666
Avalon West,Holborn,6914,31.033333333333335
Avalon West,Homebush-Te Ore Ore,87411,273.1
Avalon West,Homedale East,17031,55.9
Avalon West,Homedale West,21476,53.166666666666664
Avalon West,Horokiwi,37783,136.6
Avalon West,Hutt Central,5369,22.65
Avalon West,Island Bay East,28798,100.11666666666666
Avalon West,Island Bay West,28778,99.95
Avalon West,Johnsonville Central,27885,92.61666666666666
Avalon West,Johnsonville East,19589,72.6
Avalon West,Johnsonville North,28368,100.23333333333333
Avalon West,Kahutara,60377,113.23333333333333
Avalon West,Kaitawa,85925,149.81666666666666
Avalon West,Kaiwharawhara,17383,41.15
Avalon West,Kapiti Island,,
Avalon West,Karaka Bay-Worser Bay,31379,127.21666666666667
Avalon West,Karori East,25306,88.15
Avalon West,Karori North,25824,76.78333333333333
Avalon West,Karori Park,27371,74.66666666666667
Avalon West,Karori South,29170,98.76666666666667
Avalon West,Kelburn,22969,74.61666666666666
Avalon West,Kelson,,
Avalon West,Khandallah Park-Broadmeadows,32922,119.11666666666666
Avalon West,Kilbirnie East,26769,69.11666666666666
Avalon West,Kilbirnie West-Hataitai South,27284,71.8
Avalon West,Kingston-Mornington,27540,75.7
Avalon West,Kopuaranga,,
Avalon West,Korokoro,12133,64.08333333333333
Avalon West,Lambton,21630,62.916666666666664
Avalon West,Lansdowne,76948,142.33333333333334
Avalon West,Linden,35835,105.56666666666666
Avalon West,Lyall Bay-Airport-Moa Point,31826,103.23333333333333
Avalon West,Maidstone,16296,45.3
Avalon West,Makara-Ohariu,39418,96.38333333333334
Avalon West,Mana Island,45446,115.88333333333334
Avalon West,Mana-Camborne,44800,126.66666666666667
Avalon West,Mangaroa,31550,54.516666666666666
Avalon West,Mangatainoka,195601,267.2
Avalon West,Manuka,9943,39.7
Avalon West,Maoribank,20434,46.96666666666667
Avalon West,Mara,,
Avalon West,Martinborough,59686,119.63333333333334
Avalon West,Masterton Central,75592,124.25
Avalon West,Masterton East,246393,319.9
Avalon West,Masterton Railway,73645,116.45
Avalon West,Masterton West,73613,116.1
Avalon West,Maungakotukutuku,77515,119.98333333333333
Avalon West,Maungaraki,12387,40.3
Avalon West,Maupuia,32388,121.93333333333334
Avalon West,Melling,6709,26.766666666666666
Avalon West,Melrose-Houghton Bay-Southgate,28995,113.93333333333334
Avalon West,Miramar,29775,115.83333333333333
Avalon West,Miramar North,31026,120.23333333333333
Avalon West,Miramar South,28737,77.8
Avalon West,Miramar West,30043,119.46666666666667
Avalon West,Mitchelltown,24755,84.2
Avalon West,Moera,8137,43.266666666666666
Avalon West,Moonshine Valley,19224,67.35
Avalon West,Mt Cook-Wallace Street,23895,63.583333333333336
Avalon West,Mt Holdsworth,,
Avalon West,Mt Victoria West,23697,67.98333333333333
Avalon West,Naenae North,5056,26.583333333333332
Avalon West,Naenae South,3754,31.9
Avalon West,Newlands East,21565,71.78333333333333
Avalon West,Newlands North,19288,65.31666666666666
Avalon West,Newlands South,19042,66.46666666666667
Avalon West,Newtown East,26732,77.66666666666667
Avalon West,Newtown West,25602,72.83333333333333
Avalon West,Ngaio South,31105,79.85
Avalon West,Ngaumutawa,73832,119.23333333333333
Avalon West,Ngauranga East,26843,69.85
Avalon West,Ngauranga West,27327,77.68333333333334
Avalon West,Nireaha-Tiraumea,223690,287.05
Avalon West,Normandale,11320,41.95
Avalon West,Norsewood-Herbertville,,
Avalon West,Northland,23662,84.9
Avalon West,Northland North,26352,88.98333333333333
Avalon West,Onepoto,49141,140.78333333333333
Avalon West,Opaki-Fernridge,77393,113.55
Avalon West,Oriental Bay,24015,71.18333333333334
Avalon West,Otaihanga,74489,168.03333333333333
Avalon West,Otaki,88297,138.15
Avalon West,Otaki Forks,,
Avalon West,Owahanga,,
Avalon West,Paekakariki,61491,119.71666666666667
Avalon West,Paekakariki Hill,67082,125.11666666666666
Avalon West,Pahiatua,187023,260.96666666666664
Avalon West,Papakowhai North,43951,129.83333333333334
Avalon West,Papakowhai South,43186,109.73333333333333
Avalon West,Paparangi,20142,69.21666666666667
Avalon West,Paparangi West,26818,81.11666666666666
Avalon West,Papatawa,181385,247.95
Avalon West,Paraparaumu Beach North,74959,148.83333333333334
Avalon West,Paraparaumu Beach South,74263,145.11666666666667
Avalon West,Paraparaumu Central,71722,140.91666666666666
Avalon West,Paremata-Postgate,43892,131.38333333333333
Avalon West,Parkway,14569,46.5
Avalon West,Pauatahanui,50894,120.7
Avalon West,Peka Peka,85670,141.38333333333333
Avalon West,Pencarrow,22585,54.53333333333333
Avalon West,Petone Central,9007,30.083333333333332
Avalon West,Pinehaven,13891,38.4
Avalon West,Plimmerton,47055,126.36666666666666
Avalon West,Poets Block,14203,34.13333333333333
Avalon West,Porirua Central,38495,127.9
Avalon West,Porirua East,39881,122.03333333333333
Avalon West,Pukerua Bay,52289,122.9
Avalon West,Rangoon Heights,29573,105.58333333333333
Avalon West,Ranui Heights,40121,130.58333333333334
Avalon West,Raroa,30730,104.28333333333333
Avalon West,Raumati Beach,71979,144.56666666666666
Avalon West,Raumati South,74667,159.55
Avalon West,Resolution,49525,143.95
Avalon West,Riverstone Terraces,17535,101.0
Avalon West,Roseneath,24655,81.36666666666666
Avalon West,Seatoun,32846,123.6
Avalon West,Seatoun Tunnel West,30172,80.95
Avalon West,Solway North,72540,117.06666666666666
Avalon West,Solway South,74146,136.21666666666667
Avalon West,Strathmore Park,31091,105.88333333333334
Avalon West,Taita North,3429,15.833333333333334
Avalon West,Taita South,2634,23.733333333333334
Avalon West,Taitville,23810,72.71666666666667
Avalon West,Takapu,,
Avalon West,Tawa Central,35310,112.05
Avalon West,Tawa South,33436,110.46666666666667
Avalon West,Tawhai,8150,35.1
Avalon West,Te Horo,91467,146.4
Avalon West,Te Kainga,28671,80.33333333333333
Avalon West,Te Marua,24441,56.016666666666666
Avalon West,Te Wharau,,
Avalon West,Thorndon-Tinakori Road,20243,57.1
Avalon West,Tirohanga,6032,40.0
Avalon West,Titahi Bay North,45106,116.3
Avalon West,Titahi Bay South,44195,114.5
Avalon West,Totara Park,18272,51.583333333333336
Avalon West,Trentham North,13284,29.733333333333334
Avalon West,Trentham South,13349,44.583333333333336
Avalon West,Tuturumuri,,
Avalon West,Upper Hutt Central,15392,32.18333333333333
Avalon West,Vogeltown,27053,77.7
Avalon West,Vogeltown West,26599,73.0
Avalon West,Wadestown,23140,60.85
Avalon West,Waikanae Beach,81945,448.06666666666666
Avalon West,Waikanae East,76777,153.93333333333334
Avalon West,Waikanae Park,79246,456.1166666666667
Avalon West,Waikanae West,76973,152.2
Avalon West,Waingawa,70930,274.68333333333334
Avalon West,Waitangirua,43068,130.38333333333333
Avalon West,Waiwhetu North,9559,45.35
Avalon West,Waiwhetu South,9674,46.71666666666667
Avalon West,Wallaceville,14993,40.8
Avalon West,Waterloo East,5016,36.25
Avalon West,Waterloo West,4490,26.333333333333332
Avalon West,Whareama,,
Avalon West,Wilford,7730,27.3
Avalon West,Willis Street-Cambridge Terrace,22721,65.76666666666667
Avalon West,Wilton,25988,67.3
Avalon West,Woburn North,6211,30.55
Avalon West,Woburn South,6989,36.06666666666667
Avalon West,Woodridge,22589,73.15
Avalon West,Woodville,173626,243.05
Awarua,Adelaide,11596,49.88333333333333
Awarua,Adventure,29830,90.66666666666667
Awarua,Akatarawa,47935,137.9
Awarua,Alicetown,20514,48.35
Awarua,Arakura,32720,80.4
Awarua,Aro Street-Nairn Street,12015,47.916666666666664
Awarua,Ascot Park,31571,87.1
Awarua,Avalon East,25377,62.68333333333333
Awarua,Avalon West,26496,76.28333333333333
Awarua,Awarua,0,0.0
Awarua,Belmont,31223,115.66666666666667
Awarua,Berhampore East,13578,55.71666666666667
Awarua,Berhampore West,13420,54.1
Awarua,Boulcott,24398,68.96666666666667
Awarua,Brentwood,37520,88.68333333333334
Awarua,Brooklyn,12280,53.083333333333336
Awarua,Brooklyn South,13266,64.15
Awarua,Cannons Creek East,20012,77.48333333333333
Awarua,Cannons Creek North,19181,75.1
Awarua,Cannons Creek South,28940,86.6
Awarua,Carterton,84338,145.18333333333334
Awarua,Churton Park North,9204,99.01666666666667
Awarua,Churton Park South,6688,42.483333333333334
Awarua,Clouston Park,41558,93.61666666666666
Awarua,Cloustonville,53371,106.81666666666666
Awarua,Crofton Downs,3787,39.38333333333333
Awarua,Dannevirke East,185945,251.05
Awarua,Dannevirke West,186920,263.9
Awarua,Delaney,33684,116.85
Awarua,Discovery,33621,91.55
Awarua,Eastbourne,32642,86.7
Awarua,Ebdentown,40533,93.85
Awarua,Eketahuna,198531,251.65
Awarua,Elderslea,39512,92.85
Awarua,Elsdon-Takapuwahia,28725,103.71666666666667
Awarua,Emerald Hill,47230,114.83333333333333
Awarua,Endeavour,58369,86.58333333333333
Awarua,Epuni East,24302,68.41666666666667
Awarua,Epuni West,23821,61.93333333333333
Awarua,Esplanade,19874,53.4
Awarua,Featherston,64257,115.75
Awarua,Fernlea,30288,88.98333333333333
Awarua,Glendale,35489,87.95
Awarua,Glenside North,8384,37.96666666666667
Awarua,Gracefield,21906,90.13333333333334
Awarua,Greenacres,23034,78.58333333333333
Awarua,Grenada North,20899,85.76666666666667
Awarua,Grenada Village,8690,66.45
Awarua,Greytown,82189,125.33333333333333
Awarua,Happy Valley-Owhiro Bay,16418,72.98333333333333
Awarua,Hataitai North,11376,51.45
Awarua,Haywards-Manor Park,32628,97.76666666666667
Awarua,Heretaunga,36102,83.66666666666667
Awarua,Heretaunga-Silverstream,33729,70.65
Awarua,Holborn,31198,100.13333333333334
Awarua,Homebush-Te Ore Ore,105396,279.1
Awarua,Homedale East,31905,88.65
Awarua,Homedale West,36351,85.91666666666667
Awarua,Horokiwi,11619,75.35
Awarua,Hutt Central,22305,55.4
Awarua,Island Bay East,15333,66.51666666666667
Awarua,Island Bay West,15313,66.35
Awarua,Johnsonville Central,5382,25.116666666666667
Awarua,Johnsonville East,5815,33.31666666666667
Awarua,Johnsonville North,5899,32.71666666666667
Awarua,Kahutara,84197,119.21666666666667
Awarua,Kaitawa,72884,360.2
Awarua,Kaiwharawhara,9555,31.733333333333334
Awarua,Kapiti Island,,
Awarua,Karaka Bay-Worser Bay,18069,83.76666666666667
Awarua,Karori East,11630,74.7
Awarua,Karori North,12148,63.333333333333336
Awarua,Karori Park,13695,61.21666666666667
Awarua,Karori South,15494,85.31666666666666
Awarua,Kelburn,8657,50.86666666666667
Awarua,Kelson,,
Awarua,Khandallah Park-Broadmeadows,6758,57.86666666666667
Awarua,Kilbirnie East,14459,54.233333333333334
Awarua,Kilbirnie West-Hataitai South,12245,52.31666666666667
Awarua,Kingston-Mornington,13885,48.45
Awarua,Kopuaranga,,
Awarua,Korokoro,19326,77.16666666666667
Awarua,Lambton,7862,35.35
Awarua,Lansdowne,100212,180.71666666666667
Awarua,Linden,14019,51.983333333333334
Awarua,Lyall Bay-Airport-Moa Point,17804,82.7
Awarua,Maidstone,39664,83.68333333333334
Awarua,Makara-Ohariu,26377,67.76666666666667
Awarua,Mana Island,31479,88.63333333333334
Awarua,Mana-Camborne,21874,79.21666666666667
Awarua,Mangaroa,55544,108.5
Awarua,Mangatainoka,182817,243.46666666666667
Awarua,Manuka,37215,116.58333333333333
Awarua,Maoribank,45116,100.95
Awarua,Mara,,
Awarua,Martinborough,83506,125.61666666666666
Awarua,Masterton Central,98856,162.63333333333333
Awarua,Masterton East,233609,296.1666666666667
Awarua,Masterton Railway,96909,154.83333333333334
Awarua,Masterton West,96877,154.48333333333332
Awarua,Maungakotukutuku,64168,102.61666666666666
Awarua,Maungaraki,22139,70.06666666666666
Awarua,Maupuia,18975,94.68333333333334
Awarua,Melling,21598,57.05
Awarua,Melrose-Houghton Bay-Southgate,15530,80.05
Awarua,Miramar,17082,62.55
Awarua,Miramar North,17716,76.78333333333333
Awarua,Miramar South,16024,60.55
Awarua,Miramar West,16634,64.58333333333333
Awarua,Mitchelltown,11697,60.916666666666664
Awarua,Moera,22408,65.88333333333334
Awarua,Moonshine Valley,43564,86.33333333333333
Awarua,Mt Cook-Wallace Street,11369,47.71666666666667
Awarua,Mt Holdsworth,,
Awarua,Mt Victoria West,10384,45.7
Awarua,Naenae North,28419,94.9
Awarua,Naenae South,26322,75.46666666666667
Awarua,Newlands East,12722,56.88333333333333
Awarua,Newlands North,6545,42.35
Awarua,Newlands South,7360,53.5
Awarua,Newtown East,13323,57.166666666666664
Awarua,Newtown West,12403,50.36666666666667
Awarua,Ngaio South,1646,23.35
Awarua,Ngaumutawa,97096,157.61666666666667
Awarua,Ngauranga East,12589,42.6
Awarua,Ngauranga West,13073,50.43333333333333
Awarua,Nireaha-Tiraumea,210906,263.31666666666666
Awarua,Normandale,23950,76.61666666666666
Awarua,Norsewood-Herbertville,,
Awarua,Northland,7083,79.8
Awarua,Northland North,6546,70.08333333333333
Awarua,Onepoto,35174,113.53333333333333
Awarua,Opaki-Fernridge,100657,151.93333333333334
Awarua,Oriental Bay,10647,54.8
Awarua,Otaihanga,61448,378.4166666666667
Awarua,Otaki,67137,104.53333333333333
Awarua,Otaki Forks,,
Awarua,Owahanga,,
Awarua,Paekakariki,47524,92.46666666666667
Awarua,Paekakariki Hill,53115,97.86666666666666
Awarua,Pahiatua,174239,237.23333333333332
Awarua,Papakowhai North,21025,82.38333333333334
Awarua,Papakowhai South,17980,79.8
Awarua,Paparangi,6857,45.6
Awarua,Paparangi West,6432,38.9
Awarua,Papatawa,168601,224.21666666666667
Awarua,Paraparaumu Beach North,61918,359.21666666666664
Awarua,Paraparaumu Beach South,60296,117.86666666666666
Awarua,Paraparaumu Central,57755,113.66666666666667
Awarua,Paremata-Postgate,20966,83.93333333333334
Awarua,Parkway,29544,76.5
Awarua,Pauatahanui,34260,88.25
Awarua,Peka Peka,69270,117.65
Awarua,Pencarrow,37460,87.28333333333333
Awarua,Petone Central,18290,45.016666666666666
Awarua,Pinehaven,38044,83.38333333333334
Awarua,Plimmerton,33088,99.11666666666666
Awarua,Poets Block,41808,95.25
Awarua,Porirua Central,18734,77.48333333333333
Awarua,Porirua East,17902,74.58333333333333
Awarua,Pukerua Bay,38322,95.65
Awarua,Rangoon Heights,3513,28.133333333333333
Awarua,Ranui Heights,17590,74.38333333333334
Awarua,Raroa,4669,26.833333333333332
Awarua,Raumati Beach,58012,117.31666666666666
Awarua,Raumati South,61626,369.93333333333334
Awarua,Resolution,32891,111.5
Awarua,Riverstone Terraces,41875,119.98333333333333
Awarua,Roseneath,12117,65.51666666666667
Awarua,Seatoun,18599,78.21666666666667
