Glenduan,581713
Ngawhatu,581715
Saxton Island,581721
Saxton,581723
Whangamoa,581812
Clifton,582000
Atawhai,582100
Port Nelson,582200
The Wood,582300
Britannia,582401
Washington,582402
Trafalgar,582500
Maitai,582600
Kirks,582700
Bronte,582800
Atmore,582900
Tahunanui,583000
Tahuna Hills,583100
Toi Toi,583201
Broads,583202
Grampians,583300
The Brook,583400
Nelson Airport,583500
Nayland,583600
Enner Glynn,583700
Maitlands,583800
Isel Park,583900
Langbein,584000
