Origin Area Unit,Destination Area Unit,Distance (kilometers),Time (hours)
Acacia Bay,Acacia Bay,0,0
Acacia Bay,Lakewood,5.778178694,0.361136168
Acacia Bay,Nukuhau,6.744270357,0.421516897
Acacia Bay,Rangatira,8.008086534,0.500505408
Acacia Bay,Taupo Central,8.239603547,0.514975222
Acacia Bay,Rangatira Park,8.717638008,0.544852375
Acacia Bay,Tauhara,9.853848098,0.615865506
Acacia Bay,Hilltop,10.98978369,0.686861481
Acacia Bay,Taupo East,11.95204273,0.747002671
Acacia Bay,Waipahihi,12.05679847,0.753549904
Acacia Bay,Richmond Heights,12.61460663,0.788412914
Acacia Bay,Maunganamu,12.84679788,0.802924868
Acacia Bay,Wharewaka,13.67157468,0.854473417
Acacia Bay,Wairakei-Aratiatia,16.05154179,1.003221362
Acacia Bay,Kinloch,25.85401824,1.61587614
Acacia Bay,Broadlands,30.18248761,2.619091153
Acacia Bay,Marotiri,47.14285539,2.946428462
Acacia Bay,Golden Springs,51.65088592,3.22818037
Acacia Bay,Mangakino,57.80858532,3.613036583
Acacia Bay,Wawa,62.43373912,3.902108695
Acacia Bay,Kinleith,69.46118452,4.341324033
Acacia Bay,Kaingaroa Forest,70.93341143,4.433338214
Acacia Bay,Amisfield,72.19732317,4.512332698
Acacia Bay,Strathmore,73.58861484,4.599288427
Acacia Bay,Aotea,74.69616426,4.668510266
Acacia Bay,Stanley Park,74.94196032,4.68387252
Acacia Bay,Matarawa,75.33294585,4.708309116
Acacia Bay,Tokoroa Central,75.38290828,4.711431768
Acacia Bay,Paraonui,76.76576564,4.797860352
Acacia Bay,Parkdale,76.9588303,4.809926894
Acacia Bay,Mangakaretu,77.15302228,4.822063892
Acacia Bay,Kuratau,83.27792644,5.204870403
Acacia Bay,Tiroa,83.08481622,5.231245504
Acacia Bay,Omori,95.78070346,5.986293966
Acacia Bay,Putaruru,101.9511156,6.371944725
Acacia Bay,Arapuni,102.2369784,6.389811151
Acacia Bay,Tokaanu,107.7229214,6.732682588
Acacia Bay,Turangi,107.9201193,6.745007459
Acacia Bay,Rotongata,111.6438733,6.977742083
Acacia Bay,Tirau,112.916941,7.057308812
Acacia Bay,Rangitaiki,115.435572,7.21472325
Acacia Bay,Waipa Valley,119.1777534,7.448609589
Acacia Bay,Ngakuru,119.4029899,7.462686868
Acacia Bay,Allen Road,120.8695118,7.55434449
Acacia Bay,Kihikihi,122.6432535,7.665203341
Acacia Bay,Kihikihi Flat,125.7117583,7.856984896
Acacia Bay,Mamaku,107.2392499,8.005849418
Acacia Bay,Te Awamutu South,128.1215489,8.007596806
Acacia Bay,Rotoorangi,129.9064966,8.119156035
Acacia Bay,Otorohanga Rural East,130.0486652,8.128041572
Acacia Bay,Te Kawa,134.0615982,8.378849885
Acacia Bay,Te Kuiti,134.3457212,8.396607578
Acacia Bay,Leamington East,134.9250847,8.432817793
Acacia Bay,Leamington West,136.244304,8.515268999
Acacia Bay,Karapiro,138.2543548,8.640897173
Acacia Bay,Pokuru,138.5720663,8.660754145
Acacia Bay,Pukerimu,138.6283156,8.664269724
Acacia Bay,Otorohanga,138.7970488,8.67481555
Acacia Bay,Cambridge West,138.9436276,8.683976727
Acacia Bay,Cambridge North,139.4979433,8.718621459
Acacia Bay,Cambridge Central,139.6270667,8.72669167
Acacia Bay,Swayne,140.6281768,8.78926105
Acacia Bay,Hautapu,142.5631656,8.910197853
Acacia Bay,Kaipaki,143.7547245,8.98467028
Acacia Bay,Te Awamutu Central,147.7858792,9.236617449
Acacia Bay,Tokanui,147.9585752,9.247410947
Acacia Bay,Tamahere-Tauwhare,147.9925746,9.249535913
Acacia Bay,Te Awamutu West,148.9966551,9.312290941
Acacia Bay,Hinuera,149.3810121,9.336313255
Acacia Bay,Te Awamutu East,149.9734119,9.373338243
Acacia Bay,Lake Ngaroto,152.830509,9.551906811
Acacia Bay,Matangi,152.984296,9.5615185
Acacia Bay,Pirongia,155.4444088,9.715275548
Acacia Bay,Silverdale,157.8557338,9.865983362
Acacia Bay,Hillcrest West,158.8024707,9.925154419
Acacia Bay,Riverlea,159.3551601,9.959697508
Acacia Bay,Matamata South,160.2106237,10.01316398
Acacia Bay,University,160.4569437,10.02855898
Acacia Bay,Naylor,160.756255,10.04726594
Acacia Bay,Eureka,160.8384766,10.05240479
Acacia Bay,Newstead,160.9658119,10.06036325
Acacia Bay,Te Rore,161.0866324,10.06791452
Acacia Bay,Bader,161.2213167,10.07633229
Acacia Bay,Hamilton East,161.2531286,10.07832054
Acacia Bay,Matamata North,161.760065,10.11000406
Acacia Bay,Peachgrove,161.8309403,10.11443377
Acacia Bay,Glenview,162.3833086,10.14895679
Acacia Bay,Enderley,162.4322067,10.15201292
Acacia Bay,Claudelands,162.9608976,10.1850561
Acacia Bay,Fairview Downs,163.1681113,10.19800696
Acacia Bay,Hamilton Central,163.6368599,10.22730375
Acacia Bay,Insoll,163.6948011,10.23092507
Acacia Bay,Clarkin,164.1285032,10.25803145
Acacia Bay,Porritt,164.443028,10.27768925
Acacia Bay,Hamilton Lake,164.6803956,10.29252473
Acacia Bay,Ohaupo,164.9888368,10.3118023
Acacia Bay,Chedworth,165.1776466,10.32360291
Acacia Bay,Chartwell,165.2064914,10.32540571
Acacia Bay,Frankton Junction,165.2173483,10.32608427
Acacia Bay,Beerescourt,165.7040714,10.35650446
Acacia Bay,Okauia,165.7777469,10.36110918
Acacia Bay,Maeroa,165.8351756,10.36469848
Acacia Bay,Swarbrick,166.0463818,10.37789886
Acacia Bay,Queenwood,166.7019836,10.41887398
Acacia Bay,Waharoa,166.8603918,10.42877449
Acacia Bay,Huntington,166.8779393,10.42987121
Acacia Bay,Dinsdale South,167.2406541,10.45254088
Acacia Bay,Dinsdale North,167.3570613,10.45981633
Acacia Bay,Rototuna,167.4126182,10.46328863
Acacia Bay,Bryant,167.7900169,10.48687606
Acacia Bay,Nawton,167.8276277,10.48922673
Acacia Bay,Grandview,167.857976,10.4911235
Acacia Bay,Crawshaw,168.2675474,10.51672171
Acacia Bay,Morrinsville West,168.4146579,10.52591612
Acacia Bay,Tahuroa,168.5745417,10.53590885
Acacia Bay,Ngahinapouri,168.6893941,10.54308713
Acacia Bay,Gordonton,168.8209084,10.55130677
Acacia Bay,Flagstaff,168.8890179,10.55556362
Acacia Bay,Rotokauri,169.1098007,10.56936254
Acacia Bay,Te Rapa,169.1887747,10.57429842
Acacia Bay,Horsham Downs,169.5164072,10.59477545
Acacia Bay,Pukete,169.665216,10.604076
Acacia Bay,Pukete West,170.1030035,10.63143772
Acacia Bay,Temple View,170.1096947,10.63185592
Acacia Bay,Morrinsville East,170.3732091,10.64832557
Acacia Bay,Sylvester,170.6998149,10.66873843
Acacia Bay,Te Pahu,172.0848235,10.75530147
Acacia Bay,Te Rapa North,172.694687,10.79341793
Acacia Bay,Te Poi,172.8034212,10.80021382
Acacia Bay,Whatawhata,173.411398,10.83821238
Acacia Bay,Melville,175.9057165,10.99410728
Acacia Bay,Otorohanga Rural West,177.5718507,11.09824067
Acacia Bay,Horotiu,178.087611,11.13047569
Acacia Bay,Kainui,178.1333923,11.13333702
Acacia Bay,Te Kowhai,178.3130231,11.14456394
Acacia Bay,Waihou-Walton,180.9397509,11.30873443
Acacia Bay,Waitoa,181.3208789,11.33255493
Acacia Bay,Whitikahu,183.2184138,11.45115086
Acacia Bay,Taupiri Community,183.7301241,11.48313276
Acacia Bay,Te Aroha,190.7870824,11.92419265
Acacia Bay,Springdale,190.8133817,11.92583636
Acacia Bay,Piopio,198.8848264,12.43030165
Acacia Bay,Marokopa,194.0406577,12.57675661
Acacia Bay,Kawhia Community,201.7942371,12.61213982
Acacia Bay,Te Motu Island,203.7164276,12.73227673
Acacia Bay,Taharoa,208.5961529,13.03725956
Acacia Bay,Raglan,208.8194996,13.05121873
Acacia Bay,Paeroa,210.2408433,13.1400527
Acacia Bay,Waerenga,209.9656745,13.23292732
Acacia Bay,Huntly East,213.939357,13.37120982
Acacia Bay,Huntly West,214.2223658,13.38889786
Acacia Bay,Hauraki Plains,215.5546553,13.47216595
Acacia Bay,Te Uku,216.818333,13.55114581
Acacia Bay,Te Kauwhata,218.3818369,13.64886481
Acacia Bay,Ohinemuri,218.6829863,13.66768664
Acacia Bay,Waihi,218.9564295,13.68477684
Acacia Bay,Kerepehi,219.372256,13.710766
Acacia Bay,Rotowaro,221.8487754,13.86554846
Acacia Bay,Ngatea,222.654254,13.91589087
Acacia Bay,Te Akau,226.4107136,14.1506696
Acacia Bay,Waikato Western Hills,227.4638153,14.21648845
Acacia Bay,Maramarua,227.5269025,14.22043141
Acacia Bay,Ngaruawahia,229.3769409,14.3360588
Acacia Bay,Turua,230.9654741,14.43534213
Acacia Bay,Meremere,235.7041215,14.7315076
Acacia Bay,Parawai,241.4086606,15.08804129
Acacia Bay,Moanataiari,242.5165253,15.15728283
Acacia Bay,Kaiaua,245.6736986,15.35460616
Acacia Bay,Whangamata,248.0986075,15.50616297
Acacia Bay,Te Puru-Thornton Bay,251.08974,15.69310875
Acacia Bay,Redoubt,263.1450967,16.44656854
Acacia Bay,Hikuai,259.9634518,16.47538439
Acacia Bay,Onewhero,263.6541423,16.47838389
Acacia Bay,Opuawhanga,264.3482461,16.52176538
Acacia Bay,Tuakau,264.5967784,16.53729865
Acacia Bay,Pokeno,270.474044,16.90462775
Acacia Bay,Buckland South,270.5209976,16.90756235
Acacia Bay,Pauanui Beach,274.3433798,17.14646124
Acacia Bay,Tairua,275.6000434,17.22500272
Acacia Bay,Otaua,286.5728192,17.9108012
Acacia Bay,Pukeoware,286.7048303,17.91905189
Acacia Bay,Mokauiti,268.5150256,18.40043929
Acacia Bay,Coromandel,296.0431576,18.50269735
Acacia Bay,Mahoenui,273.5432669,19.06460087
Acacia Bay,Islands-Thames-Coromandel District,301.5128642,19.32025702
Acacia Bay,Te Rerenga,309.9193066,19.36995666
Acacia Bay,Whitianga,305.3007578,19.42283077
Allen Road,Allen Road,0,0
Allen Road,Kihikihi,1.773741617,0.110858851
Allen Road,Kihikihi Flat,4.842246488,0.302640406
Allen Road,Te Awamutu South,7.252037057,0.453252316
Allen Road,Rotoorangi,16.91621694,1.057263559
Allen Road,Rotongata,20.51449192,1.282155745
Allen Road,Pukerimu,21.49702182,1.343563864
Allen Road,Leamington West,22.83322575,1.427076609
Allen Road,Leamington East,23.43406156,1.464628847
Allen Road,Kaipaki,25.0184919,1.563655744
Allen Road,Cambridge West,25.02976931,1.564360582
Allen Road,Cambridge North,25.58408502,1.599005314
Allen Road,Cambridge Central,25.7132084,1.607075525
Allen Road,Swayne,26.71431848,1.669644905
Allen Road,Hautapu,28.64930732,1.790581708
Allen Road,Tamahere-Tauwhare,34.07871628,2.129919767
Allen Road,Arapuni,38.01139639,2.375712274
Allen Road,Matangi,39.07043768,2.441902355
Allen Road,Te Kawa,39.94619474,2.496637172
Allen Road,Karapiro,41.64384613,2.602740383
Allen Road,Bader,43.36527842,2.710329901
Allen Road,Otorohanga Rural East,43.6240038,2.726500237
Allen Road,Silverdale,43.94187547,2.746367217
Allen Road,Pokuru,44.45666291,2.778541432
Allen Road,Glenview,44.5272703,2.782954394
Allen Road,Putaruru,44.61295691,2.788309807
Allen Road,Otorohanga,44.68164539,2.792602837
Allen Road,Hillcrest West,44.88861238,2.805538274
Allen Road,Riverlea,45.44130181,2.840081363
Allen Road,University,46.54308533,2.908942833
Allen Road,Hamilton East,46.66917469,2.916823418
Allen Road,Naylor,46.84239671,2.927649794
Allen Road,Eureka,46.9246183,2.932788644
Allen Road,Newstead,47.0519536,2.9407471
Allen Road,Hamilton Central,47.08302631,2.942689144
Allen Road,Hamilton Lake,47.59217718,2.974511074
Allen Road,Claudelands,47.68376919,2.980235574
Allen Road,Peachgrove,47.69497321,2.980935825
Allen Road,Frankton Junction,48.47345429,3.029590893
Allen Road,Enderley,48.51834841,3.032396775
Allen Road,Clarkin,48.88852287,3.055532679
Allen Road,Fairview Downs,49.25425302,3.078390814
Allen Road,Beerescourt,49.25640532,3.078525333
Allen Road,Maeroa,49.27057016,3.079410635
Allen Road,Swarbrick,49.34319018,3.083949386
Allen Road,Insoll,49.49386519,3.093366575
Allen Road,Chartwell,49.63415447,3.102134655
Allen Road,Porritt,50.24209208,3.140130755
Allen Road,Dinsdale South,50.49676009,3.156047505
Allen Road,Dinsdale North,50.61316728,3.163322955
Allen Road,Chedworth,50.97671071,3.18604442
Allen Road,Nawton,51.26302226,3.203938891
Allen Road,Grandview,51.29337056,3.20583566
Allen Road,Bryant,51.34235087,3.208896929
Allen Road,Queenwood,51.425165,3.214072813
Allen Road,Crawshaw,51.70294197,3.231433873
Allen Road,Rotokauri,52.54519527,3.284074704
Allen Road,Te Rapa,52.74110862,3.296319289
Allen Road,Huntington,52.96408099,3.310255062
Allen Road,Rototuna,53.04143868,3.315089917
Allen Road,Pukete,53.21754994,3.326096871
Allen Road,Temple View,53.36580068,3.335362542
Allen Road,Flagstaff,53.53536713,3.345960446
Allen Road,Pukete West,53.65533744,3.35345859
Allen Road,Te Awamutu Central,53.67047577,3.354404736
Allen Road,Tokanui,53.84317174,3.365198234
Allen Road,Morrinsville West,54.5007996,3.406299975
Allen Road,Tahuroa,54.66068335,3.41629271
Allen Road,Te Awamutu West,54.88125164,3.430078228
Allen Road,Gordonton,54.90705004,3.431690628
Allen Road,Horsham Downs,55.14522767,3.446576729
Allen Road,Sylvester,55.19656123,3.449785077
Allen Road,Tirau,55.57878231,3.473673894
Allen Road,Te Awamutu East,55.85800848,3.49112553
Allen Road,Te Rapa North,56.24702092,3.515438808
Allen Road,Morrinsville East,56.45935082,3.528709426
Allen Road,Whatawhata,56.66750398,3.541718999
Allen Road,Hinuera,58.50025852,3.656266157
Allen Road,Lake Ngaroto,58.71510557,3.669694098
Allen Road,Melville,59.34089914,3.708806196
