area unit name,number of bedrooms,count,median weekly rent,mean weekly rent
Gulf Harbour Marina,1,,,
Gulf Harbour Marina,2,,,
Gulf Harbour Marina,3,,,
Gulf Harbour Marina,4,,,
Gulf Harbour Marina,5,,,
Gulf Harbour Marina,6+,,,
Gulf Harbour Marina,Not Elsewhere Included,,,
Gulf Harbour Marina,Total,,,
Weiti River,1,21,280,250
Weiti River,2,18,360,380
Weiti River,3,12,400,360
Weiti River,4,9,400,420
Weiti River,5,3,,
Weiti River,6+,0,,
Weiti River,Not Elsewhere Included,0,,
Weiti River,Total,60,340,370
Stillwater,1,12,160,160
Stillwater,2,15,290,250
Stillwater,3,24,410,390
Stillwater,4,9,470,480
Stillwater,5,3,,
Stillwater,6+,0,,
Stillwater,Not Elsewhere Included,0,,
Stillwater,Total,63,370,350
Silverdale South,1,12,180,180
Silverdale South,2,30,310,280
Silverdale South,3,15,390,400
Silverdale South,4,12,550,470
Silverdale South,5,3,,
Silverdale South,6+,3,,
Silverdale South,Not Elsewhere Included,0,,
Silverdale South,Total,72,370,420
Silverdale North,1,12,250,250
Silverdale North,2,18,240,250
Silverdale North,3,18,330,350
Silverdale North,4,24,550,510
Silverdale North,5,3,,
Silverdale North,6+,3,,
Silverdale North,Not Elsewhere Included,0,,
Silverdale North,Total,75,330,370
Orewa West,1,,,
Orewa West,2,,,
Orewa West,3,,,
Orewa West,4,,,
Orewa West,5,,,
Orewa West,6+,,,
Orewa West,Not Elsewhere Included,,,
Orewa West,Total,9,320,320
Dairy Flat-Redvale,1,18,250,250
Dairy Flat-Redvale,2,45,310,320
Dairy Flat-Redvale,3,39,400,470
Dairy Flat-Redvale,4,36,550,540
Dairy Flat-Redvale,5,15,750,1450
Dairy Flat-Redvale,6+,9,790,2130
Dairy Flat-Redvale,Not Elsewhere Included,0,,
Dairy Flat-Redvale,Total,162,400,610
Paremoremo West,1,12,300,280
Paremoremo West,2,6,240,240
Paremoremo West,3,9,700,1410
Paremoremo West,4,6,440,350
Paremoremo West,5,3,,
Paremoremo West,6+,3,,
Paremoremo West,Not Elsewhere Included,0,,
Paremoremo West,Total,45,400,710
Tauhoa-Puhoi,1,30,250,240
Tauhoa-Puhoi,2,72,260,250
Tauhoa-Puhoi,3,114,330,460
Tauhoa-Puhoi,4,42,350,350
Tauhoa-Puhoi,5,24,380,860
Tauhoa-Puhoi,6+,3,,
Tauhoa-Puhoi,Not Elsewhere Included,3,,
Tauhoa-Puhoi,Total,282,300,340
Tahekeroa,1,18,220,250
Tahekeroa,2,87,320,300
Tahekeroa,3,69,370,380
Tahekeroa,4,42,530,780
Tahekeroa,5,15,600,580
Tahekeroa,6+,0,,
Tahekeroa,Not Elsewhere Included,0,,
Tahekeroa,Total,234,350,360
Matheson Bay,1,,,
Matheson Bay,2,6,100,130
Matheson Bay,3,,,
Matheson Bay,4,,,
Matheson Bay,5,,,
Matheson Bay,6+,,,
Matheson Bay,Not Elsewhere Included,,,
Matheson Bay,Total,15,330,330
Kawau,1,,,
Kawau,2,,,
Kawau,3,9,200,200
Kawau,4,,,
Kawau,5,,,
Kawau,6+,,,
Kawau,Not Elsewhere Included,,,
Kawau,Total,9,150,150
Snells Beach,1,30,200,200
Snells Beach,2,84,280,270
Snells Beach,3,153,350,360
Snells Beach,4,60,410,390
Snells Beach,5,9,420,420
Snells Beach,6+,3,,
Snells Beach,Not Elsewhere Included,3,,
Snells Beach,Total,336,340,330
Algies Bay,1,6,250,240
Algies Bay,2,21,260,270
Algies Bay,3,21,360,330
Algies Bay,4,15,390,390
Algies Bay,5,3,,
Algies Bay,6+,0,,
Algies Bay,Not Elsewhere Included,0,,
Algies Bay,Total,66,340,320
Mahurangi,1,6,,
Mahurangi,2,6,250,250
Mahurangi,3,9,400,400
Mahurangi,4,6,520,510
Mahurangi,5,0,,
Mahurangi,6+,0,,
Mahurangi,Not Elsewhere Included,0,,
Mahurangi,Total,30,430,410
South Head,1,9,170,190
South Head,2,15,270,280
South Head,3,39,300,290
South Head,4,21,290,280
South Head,5,3,,
South Head,6+,3,,
South Head,Not Elsewhere Included,0,,
South Head,Total,93,300,300
Parakai Rural,1,3,,
Parakai Rural,2,9,240,240
Parakai Rural,3,15,350,290
Parakai Rural,4,12,450,510
Parakai Rural,5,0,,
Parakai Rural,6+,0,,
Parakai Rural,Not Elsewhere Included,0,,
Parakai Rural,Total,42,270,280
Parakai Urban,1,30,200,180
Parakai Urban,2,42,250,250
Parakai Urban,3,51,320,300
Parakai Urban,4,9,390,390
Parakai Urban,5,3,,
Parakai Urban,6+,0,,
Parakai Urban,Not Elsewhere Included,0,,
Parakai Urban,Total,135,300,280
Kaukapakapa Rural,1,18,190,260
Kaukapakapa Rural,2,48,300,290
Kaukapakapa Rural,3,60,330,330
Kaukapakapa Rural,4,21,500,480
Kaukapakapa Rural,5,9,650,600
Kaukapakapa Rural,6+,3,,
Kaukapakapa Rural,Not Elsewhere Included,0,,
Kaukapakapa Rural,Total,153,330,330
Kaukapakapa,1,0,,
Kaukapakapa,2,6,320,430
Kaukapakapa,3,12,340,330
Kaukapakapa,4,6,390,390
Kaukapakapa,5,0,,
Kaukapakapa,6+,0,,
Kaukapakapa,Not Elsewhere Included,0,,
Kaukapakapa,Total,24,340,330
Helensville South,1,6,100,100
Helensville South,2,6,190,190
Helensville South,3,6,,
Helensville South,4,6,0,0
Helensville South,5,0,,
Helensville South,6+,0,,
Helensville South,Not Elsewhere Included,0,,
Helensville South,Total,24,250,300
Rewiti,1,21,210,230
Rewiti,2,51,300,300
Rewiti,3,39,370,340
Rewiti,4,21,380,390
Rewiti,5,12,680,690
Rewiti,6+,3,,
Rewiti,Not Elsewhere Included,0,,
Rewiti,Total,147,310,420
Riverhead,1,27,220,220
Riverhead,2,63,340,530
Riverhead,3,39,450,440
Riverhead,4,30,580,910
Riverhead,5,12,690,1350
Riverhead,6+,3,,
Riverhead,Not Elsewhere Included,0,,
Riverhead,Total,177,360,570
Muriwai Beach,1,24,230,210
Muriwai Beach,2,24,360,320
Muriwai Beach,3,27,410,420
Muriwai Beach,4,12,420,470
Muriwai Beach,5,3,,
Muriwai Beach,6+,3,,
Muriwai Beach,Not Elsewhere Included,3,,
Muriwai Beach,Total,93,350,340
Muriwai Valley,1,3,,
Muriwai Valley,2,24,340,330
Muriwai Valley,3,21,470,430
Muriwai Valley,4,12,630,620
Muriwai Valley,5,0,,
Muriwai Valley,6+,0,,
Muriwai Valley,Not Elsewhere Included,0,,
Muriwai Valley,Total,57,350,380
Waitakere West,1,9,230,230
Waitakere West,2,9,330,370
Waitakere West,3,9,290,290
Waitakere West,4,3,,
Waitakere West,5,3,,
Waitakere West,6+,0,,
Waitakere West,Not Elsewhere Included,0,,
Waitakere West,Total,27,280,330
Point Wells,1,0,,
Point Wells,2,12,310,270
Point Wells,3,9,350,360
Point Wells,4,3,,
Point Wells,5,0,,
Point Wells,6+,0,,
Point Wells,Not Elsewhere Included,0,,
Point Wells,Total,24,340,350
Omaha,1,0,,
Omaha,2,9,350,350
Omaha,3,24,400,420
Omaha,4,12,500,550
Omaha,5,3,,
Omaha,6+,0,,
Omaha,Not Elsewhere Included,0,,
Omaha,Total,48,430,400
Matakana,1,0,,
Matakana,2,6,,
Matakana,3,15,370,340
Matakana,4,3,,
Matakana,5,0,,
Matakana,6+,0,,
Matakana,Not Elsewhere Included,0,,
Matakana,Total,24,350,300
Cape Rodney,1,18,150,140
Cape Rodney,2,39,240,230
Cape Rodney,3,93,260,420
Cape Rodney,4,48,310,290
Cape Rodney,5,12,380,340
Cape Rodney,6+,3,,
Cape Rodney,Not Elsewhere Included,3,,
Cape Rodney,Total,210,260,330
Cape Rodney South,1,27,210,200
Cape Rodney South,2,42,270,250
Cape Rodney South,3,78,350,350
Cape Rodney South,4,33,410,370
Cape Rodney South,5,6,0,0
Cape Rodney South,6+,3,,
Cape Rodney South,Not Elsewhere Included,6,,
Cape Rodney South,Total,195,300,320
Helensville,1,39,190,160
Helensville,2,45,270,250
Helensville,3,111,350,330
Helensville,4,33,320,290
Helensville,5,12,310,320
Helensville,6+,3,,
Helensville,Not Elsewhere Included,3,,
Helensville,Total,246,320,350
Awaruku,1,21,230,250
Awaruku,2,39,350,350
Awaruku,3,108,430,420
Awaruku,4,51,540,510
Awaruku,5,15,550,550
Awaruku,6+,3,,
Awaruku,Not Elsewhere Included,0,,
Awaruku,Total,240,430,430
Glamorgan,1,21,280,270
Glamorgan,2,57,360,330
Glamorgan,3,114,450,410
Glamorgan,4,36,550,530
Glamorgan,5,12,510,460
Glamorgan,6+,0,,
Glamorgan,Not Elsewhere Included,0,,
Glamorgan,Total,243,420,390
Torbay,1,60,210,170
Torbay,2,102,340,340
Torbay,3,132,450,440
Torbay,4,57,620,850
Torbay,5,15,450,490
Torbay,6+,6,660,600
Torbay,Not Elsewhere Included,0,,
Torbay,Total,372,400,400
Waiake,1,18,290,280
Waiake,2,66,350,340
Waiake,3,138,450,450
Waiake,4,54,570,540
Waiake,5,18,650,620
Waiake,6+,0,,
Waiake,Not Elsewhere Included,0,,
Waiake,Total,294,450,480
Browns Bay,1,42,280,300
Browns Bay,2,156,360,370
Browns Bay,3,138,450,450
Browns Bay,4,57,550,530
Browns Bay,5,12,700,720
Browns Bay,6+,3,,
Browns Bay,Not Elsewhere Included,3,,
Browns Bay,Total,411,400,440
Oaktree,1,21,200,170
Oaktree,2,45,370,370
Oaktree,3,174,450,450
Oaktree,4,66,580,560
Oaktree,5,15,680,580
Oaktree,6+,3,,
Oaktree,Not Elsewhere Included,0,,
Oaktree,Total,327,450,450
Rothesay Bay,1,39,300,300
Rothesay Bay,2,96,370,370
Rothesay Bay,3,147,500,510
Rothesay Bay,4,84,630,610
Rothesay Bay,5,30,630,610
Rothesay Bay,6+,6,720,720
Rothesay Bay,Not Elsewhere Included,0,,
Rothesay Bay,Total,402,480,480
Murrays Bay,1,21,300,280
Murrays Bay,2,66,350,320
Murrays Bay,3,96,500,510
Murrays Bay,4,66,630,790
Murrays Bay,5,21,690,650
Murrays Bay,6+,6,650,650
Murrays Bay,Not Elsewhere Included,0,,
Murrays Bay,Total,279,490,570
Mairangi Bay,1,24,270,270
Mairangi Bay,2,81,390,400
Mairangi Bay,3,102,510,520
Mairangi Bay,4,81,580,740
Mairangi Bay,5,33,640,640
Mairangi Bay,6+,3,,
Mairangi Bay,Not Elsewhere Included,0,,
Mairangi Bay,Total,330,490,520
Campbells Bay,1,15,250,250
Campbells Bay,2,33,380,430
Campbells Bay,3,30,560,570
Campbells Bay,4,30,750,1300
Campbells Bay,5,15,2180,2850
Campbells Bay,6+,3,,
Campbells Bay,Not Elsewhere Included,0,,
Campbells Bay,Total,129,540,700
Castor Bay,1,12,280,260
Castor Bay,2,45,400,390
Castor Bay,3,60,570,770
Castor Bay,4,33,690,1000
Castor Bay,5,12,780,790
Castor Bay,6+,3,,
Castor Bay,Not Elsewhere Included,0,,
Castor Bay,Total,165,480,590
Crown Hill,1,36,110,160
Crown Hill,2,90,380,380
Crown Hill,3,108,500,530
Crown Hill,4,54,580,560
Crown Hill,5,15,630,600
Crown Hill,6+,3,,
Crown Hill,Not Elsewhere Included,0,,
Crown Hill,Total,306,450,510
Lake Pupuke,1,123,160,200
Lake Pupuke,2,312,400,390
Lake Pupuke,3,150,520,620
Lake Pupuke,4,54,620,1160
Lake Pupuke,5,15,780,2430
Lake Pupuke,6+,3,,
Lake Pupuke,Not Elsewhere Included,3,,
Lake Pupuke,Total,660,410,550
Westlake,1,129,200,200
Westlake,2,393,380,380
Westlake,3,177,500,470
Westlake,4,54,600,800
Westlake,5,15,620,660
Westlake,6+,6,5000,5000
Westlake,Not Elsewhere Included,6,,
Westlake,Total,780,400,430
Takapuna Central,1,54,370,410
Takapuna Central,2,222,440,450
Takapuna Central,3,147,580,690
Takapuna Central,4,36,630,1380
Takapuna Central,5,12,650,1480
Takapuna Central,6+,0,,
Takapuna Central,Not Elsewhere Included,3,,
Takapuna Central,Total,474,490,630
Hauraki,1,30,290,290
Hauraki,2,261,380,370
Hauraki,3,180,500,460
Hauraki,4,93,650,610
Hauraki,5,12,680,610
Hauraki,6+,3,,
Hauraki,Not Elsewhere Included,3,,
Hauraki,Total,582,420,480
Seacliffe,1,60,180,180
Seacliffe,2,171,350,400
Seacliffe,3,135,450,410
Seacliffe,4,36,580,880
Seacliffe,5,15,680,590
Seacliffe,6+,3,,
Seacliffe,Not Elsewhere Included,3,,
Seacliffe,Total,417,360,420
Bayswater,1,45,70,120
Bayswater,2,87,280,270
Bayswater,3,120,210,310
Bayswater,4,36,420,880
Bayswater,5,6,650,650
Bayswater,6+,0,,
Bayswater,Not Elsewhere Included,0,,
Bayswater,Total,300,250,350
Kaipatiki,1,27,190,200
Kaipatiki,2,102,340,320
Kaipatiki,3,222,400,380
Kaipatiki,4,51,500,460
Kaipatiki,5,15,510,540
Kaipatiki,6+,6,0,0
Kaipatiki,Not Elsewhere Included,3,,
Kaipatiki,Total,426,390,410
Windy Ridge,1,24,240,240
Windy Ridge,2,105,330,300
Windy Ridge,3,198,400,390
Windy Ridge,4,36,490,480
Windy Ridge,5,9,500,460
Windy Ridge,6+,3,,
Windy Ridge,Not Elsewhere Included,0,,
Windy Ridge,Total,375,380,370
Glenfield Central,1,60,260,230
Glenfield Central,2,171,340,330
Glenfield Central,3,201,410,410
Glenfield Central,4,63,460,450
Glenfield Central,5,15,620,620
Glenfield Central,6+,6,440,430
Glenfield Central,Not Elsewhere Included,6,,
Glenfield Central,Total,522,370,360
Glenfield North,1,39,250,260
Glenfield North,2,123,340,340
Glenfield North,3,216,420,400
Glenfield North,4,60,480,450
Glenfield North,5,12,600,600
Glenfield North,6+,6,510,520
Glenfield North,Not Elsewhere Included,3,,
Glenfield North,Total,456,390,380
Glendhu,1,24,250,250
Glendhu,2,105,320,290
Glendhu,3,288,400,390
Glendhu,4,66,520,490
Glendhu,5,24,560,540
Glendhu,6+,6,,
Glendhu,Not Elsewhere Included,0,,
Glendhu,Total,516,400,400
Witheford,1,21,280,280
Witheford,2,51,360,340
Witheford,3,162,430,430
Witheford,4,36,470,420
Witheford,5,9,400,400
Witheford,6+,3,,
Witheford,Not Elsewhere Included,0,,
Witheford,Total,282,420,400
Target Road,1,51,260,250
Target Road,2,234,330,300
Target Road,3,441,410,400
Target Road,4,81,480,470
Target Road,5,24,620,1140
Target Road,6+,9,400,410
Target Road,Not Elsewhere Included,3,,
Target Road,Total,837,400,390
Forrest Hill,1,27,240,230
Forrest Hill,2,135,360,350
Forrest Hill,3,210,480,460
Forrest Hill,4,84,550,540
Forrest Hill,5,21,480,520
Forrest Hill,6+,6,0,0
Forrest Hill,Not Elsewhere Included,3,,
Forrest Hill,Total,486,450,430
Sunnynook,1,51,220,190
Sunnynook,2,129,350,350
Sunnynook,3,360,450,440
Sunnynook,4,84,510,500
Sunnynook,5,21,600,670
Sunnynook,6+,6,710,710
Sunnynook,Not Elsewhere Included,6,,
Sunnynook,Total,648,430,440
Monarch Park,1,42,250,250
Monarch Park,2,111,330,320
Monarch Park,3,129,440,440
Monarch Park,4,60,500,470
Monarch Park,5,9,550,560
Monarch Park,6+,6,670,670
Monarch Park,Not Elsewhere Included,3,,
Monarch Park,Total,360,380,410
Sunnybrae,1,51,270,270
Sunnybrae,2,150,350,330
Sunnybrae,3,81,420,420
Sunnybrae,4,42,560,530
Sunnybrae,5,18,600,560
Sunnybrae,6+,3,,
Sunnybrae,Not Elsewhere Included,0,,
Sunnybrae,Total,348,360,440
Albany,1,78,280,270
Albany,2,108,380,370
Albany,3,135,490,500
Albany,4,90,600,540
Albany,5,21,760,740
Albany,6+,18,370,1690
Albany,Not Elsewhere Included,0,,
Albany,Total,453,450,500
Fairview,1,21,200,210
Fairview,2,36,320,280
Fairview,3,33,470,420
Fairview,4,42,630,600
Fairview,5,27,720,1100
Fairview,6+,12,750,1780
Fairview,Not Elsewhere Included,0,,
Fairview,Total,174,470,540
Northcross,1,27,310,310
Northcross,2,198,380,360
Northcross,3,198,450,450
Northcross,4,117,600,560
Northcross,5,18,680,660
Northcross,6+,0,,
Northcross,Not Elsewhere Included,3,,
Northcross,Total,561,420,470
Unsworth Heights,1,15,300,300
Unsworth Heights,2,72,360,350
Unsworth Heights,3,246,450,440
Unsworth Heights,4,90,570,540
Unsworth Heights,5,15,580,580
Unsworth Heights,6+,3,,
Unsworth Heights,Not Elsewhere Included,0,,
Unsworth Heights,Total,438,450,440
Pinehill,1,6,290,290
Pinehill,2,75,350,340
Pinehill,3,57,460,460
Pinehill,4,57,630,620
Pinehill,5,36,790,1060
Pinehill,6+,12,780,780
Pinehill,Not Elsewhere Included,0,,
Pinehill,Total,252,470,550
Windsor Park,1,39,140,230
Windsor Park,2,42,150,230
Windsor Park,3,57,500,490
Windsor Park,4,21,540,510
Windsor Park,5,12,600,660
Windsor Park,6+,3,,
Windsor Park,Not Elsewhere Included,3,,
Windsor Park,Total,177,430,470
North Harbour West,1,21,320,310
North Harbour West,2,63,380,380
North Harbour West,3,123,490,470
North Harbour West,4,93,640,600
North Harbour West,5,54,750,700
North Harbour West,6+,18,830,1190
North Harbour West,Not Elsewhere Included,0,,
North Harbour West,Total,378,520,560
North Harbour East,1,123,310,310
North Harbour East,2,129,400,490
North Harbour East,3,87,550,540
North Harbour East,4,90,600,580
North Harbour East,5,12,600,620
North Harbour East,6+,6,570,570
North Harbour East,Not Elsewhere Included,0,,
North Harbour East,Total,447,400,440
Long Bay,1,15,300,300
Long Bay,2,15,430,410
Long Bay,3,15,280,280
Long Bay,4,9,420,450
Long Bay,5,6,800,800
Long Bay,6+,0,,
Long Bay,Not Elsewhere Included,0,,
Long Bay,Total,60,460,660
Paremoremo East,1,15,260,230
Paremoremo East,2,30,340,350
Paremoremo East,3,90,390,410
Paremoremo East,4,45,430,500
Paremoremo East,5,9,590,630
Paremoremo East,6+,3,,
Paremoremo East,Not Elsewhere Included,0,,
Paremoremo East,Total,192,390,410
Greenhithe,1,54,290,300
Greenhithe,2,96,370,360
Greenhithe,3,108,510,630
Greenhithe,4,144,620,690
Greenhithe,5,36,720,970
Greenhithe,6+,9,5000,5000
Greenhithe,Not Elsewhere Included,0,,
Greenhithe,Total,447,490,610
Narrow Neck,1,75,250,220
Narrow Neck,2,141,360,330
Narrow Neck,3,102,500,490
Narrow Neck,4,36,550,1030
Narrow Neck,5,6,,
Narrow Neck,6+,3,,
Narrow Neck,Not Elsewhere Included,6,,
Narrow Neck,Total,363,370,420
Mt Victoria,1,120,300,300
Mt Victoria,2,183,370,460
Mt Victoria,3,129,600,770
Mt Victoria,4,45,700,1230
Mt Victoria,5,6,2280,2950
Mt Victoria,6+,6,,
Mt Victoria,Not Elsewhere Included,6,,
Mt Victoria,Total,495,400,590
Stanley Bay,1,12,300,260
Stanley Bay,2,39,390,410
Stanley Bay,3,54,550,510
Stanley Bay,4,21,680,1190
Stanley Bay,5,3,,
Stanley Bay,6+,0,,
Stanley Bay,Not Elsewhere Included,0,,
Stanley Bay,Total,132,550,610
Ocean View,1,84,110,160
Ocean View,2,174,340,310
Ocean View,3,213,410,380
Ocean View,4,72,490,450
Ocean View,5,15,620,620
Ocean View,6+,6,650,650
Ocean View,Not Elsewhere Included,3,,
Ocean View,Total,567,360,350
Tuff Crater,1,66,160,190
Tuff Crater,2,156,300,240
Tuff Crater,3,225,350,320
Tuff Crater,4,66,500,450
Tuff Crater,5,18,550,520
Tuff Crater,6+,15,300,450
Tuff Crater,Not Elsewhere Included,6,100,190
Tuff Crater,Total,549,340,320
Northcote South,1,48,280,250
Northcote South,2,177,350,350
Northcote South,3,117,470,600
Northcote South,4,66,600,790
Northcote South,5,9,660,1290
Northcote South,6+,6,860,860
Northcote South,Not Elsewhere Included,3,,
Northcote South,Total,426,400,490
Beachhaven North,1,75,130,150
Beachhaven North,2,150,310,260
Beachhaven North,3,285,390,370
Beachhaven North,4,66,420,400
Beachhaven North,5,15,550,550
Beachhaven North,6+,0,,
Beachhaven North,Not Elsewhere Included,15,60,170
Beachhaven North,Total,606,370,350
Beachhaven South,1,27,290,290
Beachhaven South,2,84,360,340
Beachhaven South,3,207,380,320
Beachhaven South,4,60,500,450
Beachhaven South,5,27,450,360
Beachhaven South,6+,6,,
Beachhaven South,Not Elsewhere Included,0,,
Beachhaven South,Total,408,380,360
Birkdale North,1,27,250,330
Birkdale North,2,84,340,340
Birkdale North,3,156,400,380
Birkdale North,4,27,400,370
Birkdale North,5,9,520,530
Birkdale North,6+,0,,
Birkdale North,Not Elsewhere Included,0,,
Birkdale North,Total,306,370,350
Birkdale South,1,48,210,180
Birkdale South,2,117,340,470
Birkdale South,3,243,400,390
Birkdale South,4,45,450,480
Birkdale South,5,9,690,690
Birkdale South,6+,6,,
Birkdale South,Not Elsewhere Included,0,,
Birkdale South,Total,468,390,400
Kauri Park,1,45,300,290
Kauri Park,2,162,370,360
Kauri Park,3,159,440,440
Kauri Park,4,51,490,520
Kauri Park,5,12,550,560
Kauri Park,6+,0,,
Kauri Park,Not Elsewhere Included,0,,
Kauri Park,Total,429,400,410
Chelsea,1,18,280,270
Chelsea,2,45,390,380
Chelsea,3,72,480,470
Chelsea,4,36,600,610
Chelsea,5,24,650,580
Chelsea,6+,12,750,680
Chelsea,Not Elsewhere Included,0,,
Chelsea,Total,207,460,470
Birkenhead East,1,81,300,290
Birkenhead East,2,147,380,360
Birkenhead East,3,105,450,420
Birkenhead East,4,48,500,490
Birkenhead East,5,9,780,780
Birkenhead East,6+,6,,
Birkenhead East,Not Elsewhere Included,0,,
Birkenhead East,Total,390,390,470
Henderson North,1,84,250,230
Henderson North,2,267,280,290
Henderson North,3,273,370,390
Henderson North,4,75,400,420
Henderson North,5,21,530,540
Henderson North,6+,3,,
Henderson North,Not Elsewhere Included,0,,
Henderson North,Total,726,310,320
Henderson South,1,57,180,180
Henderson South,2,168,270,240
Henderson South,3,273,350,330
Henderson South,4,75,430,410
Henderson South,5,6,540,540
Henderson South,6+,12,480,480
Henderson South,Not Elsewhere Included,6,440,440
Henderson South,Total,597,320,330
Tangutu,1,21,230,210
Tangutu,2,54,320,320
Tangutu,3,177,350,330
Tangutu,4,48,430,400
Tangutu,5,6,0,0
Tangutu,6+,6,,
Tangutu,Not Elsewhere Included,0,,
Tangutu,Total,312,340,330
Woodglen,1,48,230,220
Woodglen,2,132,300,280
Woodglen,3,249,350,340
Woodglen,4,63,380,340
Woodglen,5,15,390,390
Woodglen,6+,0,,
Woodglen,Not Elsewhere Included,3,,
Woodglen,Total,510,330,310
Glen Eden East,1,228,240,220
Glen Eden East,2,231,290,280
Glen Eden East,3,342,360,350
Glen Eden East,4,69,390,370
Glen Eden East,5,9,420,450
Glen Eden East,6+,3,,
Glen Eden East,Not Elsewhere Included,6,0,0
Glen Eden East,Total,894,300,300
New Lynn North,1,39,230,230
New Lynn North,2,177,280,260
New Lynn North,3,126,370,330
New Lynn North,4,21,330,320
New Lynn North,5,3,,
New Lynn North,6+,3,,
New Lynn North,Not Elsewhere Included,3,,
New Lynn North,Total,375,300,290
New Lynn South,1,51,200,180
New Lynn South,2,132,300,270
New Lynn South,3,129,380,360
New Lynn South,4,27,390,400
New Lynn South,5,3,,
New Lynn South,6+,3,,
New Lynn South,Not Elsewhere Included,3,,
New Lynn South,Total,348,320,310
Lynnmall,1,99,250,250
Lynnmall,2,102,330,310
Lynnmall,3,156,380,350
Lynnmall,4,30,420,410
Lynnmall,5,3,,
Lynnmall,6+,0,,
Lynnmall,Not Elsewhere Included,0,,
Lynnmall,Total,393,330,360
Fruitvale,1,42,230,210
Fruitvale,2,252,290,270
Fruitvale,3,213,370,350
Fruitvale,4,54,440,410
Fruitvale,5,15,410,380
Fruitvale,6+,3,,
Fruitvale,Not Elsewhere Included,3,,
Fruitvale,Total,582,310,300
Rewarewa,1,45,240,210
Rewarewa,2,198,290,260
Rewarewa,3,195,380,350
Rewarewa,4,36,420,440
Rewarewa,5,12,520,420
Rewarewa,6+,0,,
Rewarewa,Not Elsewhere Included,3,,
Rewarewa,Total,489,320,310
Glendene North,1,21,230,230
Glendene North,2,93,300,310
Glendene North,3,246,360,390
Glendene North,4,60,400,330
Glendene North,5,18,340,380
Glendene North,6+,6,,
Glendene North,Not Elsewhere Included,6,,
Glendene North,Total,447,350,360
Glendene South,1,18,220,260
Glendene South,2,66,300,280
Glendene South,3,126,350,320
Glendene South,4,30,400,340
Glendene South,5,3,,
Glendene South,6+,6,,
Glendene South,Not Elsewhere Included,0,,
Glendene South,Total,255,340,310
Kelston Central,1,21,260,250
Kelston Central,2,90,260,240
Kelston Central,3,228,360,320
Kelston Central,4,69,370,330
Kelston Central,5,12,500,510
Kelston Central,6+,0,,
Kelston Central,Not Elsewhere Included,6,,
Kelston Central,Total,426,350,320
Sunnyvale,1,24,220,230
Sunnyvale,2,99,320,290
Sunnyvale,3,195,370,350
Sunnyvale,4,60,430,400
Sunnyvale,5,15,500,510
Sunnyvale,6+,3,,
Sunnyvale,Not Elsewhere Included,3,,
Sunnyvale,Total,396,350,340
Kaurilands,1,36,210,190
Kaurilands,2,42,310,300
Kaurilands,3,93,400,400
Kaurilands,4,33,470,500
Kaurilands,5,6,490,490
Kaurilands,6+,0,,
Kaurilands,Not Elsewhere Included,0,,
Kaurilands,Total,213,350,350
Crum Park,1,33,230,220
Crum Park,2,36,320,330
Crum Park,3,120,400,520
Crum Park,4,39,440,430
Crum Park,5,3,,
Crum Park,6+,3,,
Crum Park,Not Elsewhere Included,3,,
Crum Park,Total,228,380,440
Titirangi South,1,24,250,270
Titirangi South,2,48,370,380
Titirangi South,3,54,440,440
Titirangi South,4,18,580,570
Titirangi South,5,6,610,610
Titirangi South,6+,0,,
Titirangi South,Not Elsewhere Included,0,,
Titirangi South,Total,150,390,400
Green Bay,1,57,170,180
Green Bay,2,66,310,270
Green Bay,3,111,390,380
Green Bay,4,24,410,430
Green Bay,5,9,450,440
Green Bay,6+,3,,
Green Bay,Not Elsewhere Included,0,,
Green Bay,Total,270,340,320
Matipo,1,54,150,170
Matipo,2,69,290,260
Matipo,3,141,380,350
Matipo,4,36,420,370
Matipo,5,6,130,130
Matipo,6+,0,,
Matipo,Not Elsewhere Included,3,,
Matipo,Total,312,330,290
Durham Green,1,21,240,230
Durham Green,2,102,300,260
Durham Green,3,204,370,350
Durham Green,4,45,440,390
Durham Green,5,15,680,680
Durham Green,6+,6,620,620
Durham Green,Not Elsewhere Included,3,,
Durham Green,Total,399,360,360
Te Atatu Central,1,24,250,210
Te Atatu Central,2,135,330,320
Te Atatu Central,3,234,400,400
Te Atatu Central,4,60,460,460
Te Atatu Central,5,15,480,470
Te Atatu Central,6+,6,800,740
Te Atatu Central,Not Elsewhere Included,0,,
Te Atatu Central,Total,483,380,360
Edmonton,1,30,240,220
