area unit number,area unit name, number of bedrooms in dwelling,count,median rent paid,mean rent paid
519500,Penrose,Not Elsewhere Included,0,,
519500,Penrose,Total,111,380,380
519710,Onehunga North West,1,123,160,170
519710,Onehunga North West,2,381,330,320
519710,Onehunga North West,3,123,430,390
519710,Onehunga North West,4,42,510,490
519710,Onehunga North West,5,9,500,480
519710,Onehunga North West,6+,3,,
519710,Onehunga North West,Not Elsewhere Included,6,,
519710,Onehunga North West,Total,687,330,330
519720,Onehunga North East,1,57,250,240
519720,Onehunga North East,2,309,350,330
519720,Onehunga North East,3,129,450,440
519720,Onehunga North East,4,27,600,600
519720,Onehunga North East,5,12,600,1900
519720,Onehunga North East,6+,3,,
519720,Onehunga North East,Not Elsewhere Included,0,,
519720,Onehunga North East,Total,534,360,390
519810,Onehunga South West,1,63,280,270
519810,Onehunga South West,2,183,310,280
519810,Onehunga South West,3,126,420,420
519810,Onehunga South West,4,42,500,470
519810,Onehunga South West,5,12,590,580
519810,Onehunga South West,6+,6,,
519810,Onehunga South West,Not Elsewhere Included,3,,
519810,Onehunga South West,Total,438,350,350
519820,Onehunga South East,1,156,160,190
519820,Onehunga South East,2,363,310,270
519820,Onehunga South East,3,186,420,470
519820,Onehunga South East,4,42,430,420
519820,Onehunga South East,5,6,330,270
519820,Onehunga South East,6+,3,,
519820,Onehunga South East,Not Elsewhere Included,6,,
519820,Onehunga South East,Total,762,330,310
519900,Oranga,1,48,120,150
519900,Oranga,2,255,200,210
519900,Oranga,3,225,370,370
519900,Oranga,4,78,170,250
519900,Oranga,5,27,300,410
519900,Oranga,6+,9,690,690
519900,Oranga,Not Elsewhere Included,3,,
519900,Oranga,Total,645,230,250
520000,Te Papapa,1,63,170,440
520000,Te Papapa,2,279,330,350
520000,Te Papapa,3,135,400,370
520000,Te Papapa,4,39,290,300
520000,Te Papapa,5,3,,
520000,Te Papapa,6+,3,,
520000,Te Papapa,Not Elsewhere Included,6,110,110
520000,Te Papapa,Total,528,340,340
520201,Ellerslie North,1,135,190,180
520201,Ellerslie North,2,360,340,330
520201,Ellerslie North,3,285,490,470
520201,Ellerslie North,4,75,600,570
520201,Ellerslie North,5,21,590,520
520201,Ellerslie North,6+,9,0,0
520201,Ellerslie North,Not Elsewhere Included,3,,
520201,Ellerslie North,Total,888,370,380
520202,Ellerslie South,1,18,250,210
520202,Ellerslie South,2,180,360,340
520202,Ellerslie South,3,111,460,450
520202,Ellerslie South,4,27,600,550
520202,Ellerslie South,5,6,,
520202,Ellerslie South,6+,6,,
520202,Ellerslie South,Not Elsewhere Included,0,,
520202,Ellerslie South,Total,351,400,390
520301,Mt Wellington Domain,1,66,240,230
520301,Mt Wellington Domain,2,129,320,300
520301,Mt Wellington Domain,3,102,360,310
520301,Mt Wellington Domain,4,21,500,500
520301,Mt Wellington Domain,5,3,,
520301,Mt Wellington Domain,6+,3,,
520301,Mt Wellington Domain,Not Elsewhere Included,3,,
520301,Mt Wellington Domain,Total,321,330,320
520302,Mt Wellington West,1,42,240,240
520302,Mt Wellington West,2,252,320,300
520302,Mt Wellington West,3,111,430,550
520302,Mt Wellington West,4,21,320,350
520302,Mt Wellington West,5,6,630,630
520302,Mt Wellington West,6+,3,,
520302,Mt Wellington West,Not Elsewhere Included,0,,
520302,Mt Wellington West,Total,435,340,350
520303,Mt Wellington North,1,78,180,160
520303,Mt Wellington North,2,192,320,370
520303,Mt Wellington North,3,231,390,340
520303,Mt Wellington North,4,36,450,450
520303,Mt Wellington North,5,9,510,430
520303,Mt Wellington North,6+,3,,
520303,Mt Wellington North,Not Elsewhere Included,3,,
520303,Mt Wellington North,Total,555,330,340
520401,Ferndale,1,81,240,210
520401,Ferndale,2,345,320,300
520401,Ferndale,3,246,400,370
520401,Ferndale,4,63,490,460
520401,Ferndale,5,6,580,580
520401,Ferndale,6+,3,,
520401,Ferndale,Not Elsewhere Included,6,,
520401,Ferndale,Total,753,350,340
520402,Hamlin,1,42,240,230
520402,Hamlin,2,246,320,300
520402,Hamlin,3,330,400,390
520402,Hamlin,4,69,450,420
520402,Hamlin,5,12,470,490
520402,Hamlin,6+,3,,
520402,Hamlin,Not Elsewhere Included,0,,
520402,Hamlin,Total,705,350,370
520500,Mt Wellington South,1,54,220,210
520500,Mt Wellington South,2,243,300,270
520500,Mt Wellington South,3,330,350,300
520500,Mt Wellington South,4,93,400,380
520500,Mt Wellington South,5,15,480,440
520500,Mt Wellington South,6+,6,370,370
520500,Mt Wellington South,Not Elsewhere Included,3,,
520500,Mt Wellington South,Total,747,300,290
520601,Tamaki,1,69,90,130
520601,Tamaki,2,219,130,180
520601,Tamaki,3,354,270,250
520601,Tamaki,4,60,380,310
520601,Tamaki,5,15,620,620
520601,Tamaki,6+,6,,
520601,Tamaki,Not Elsewhere Included,3,,
520601,Tamaki,Total,732,200,230
520602,Panmure Basin,1,51,230,230
520602,Panmure Basin,2,201,320,310
520602,Panmure Basin,3,117,420,520
520602,Panmure Basin,4,33,500,520
520602,Panmure Basin,5,3,,
520602,Panmure Basin,6+,3,,
520602,Panmure Basin,Not Elsewhere Included,0,,
520602,Panmure Basin,Total,405,350,390
520801,Waiheke Island,1,192,220,230
520801,Waiheke Island,2,348,300,300
520801,Waiheke Island,3,336,370,410
520801,Waiheke Island,4,81,440,470
520801,Waiheke Island,5,15,470,1560
520801,Waiheke Island,6+,6,530,530
520801,Waiheke Island,Not Elsewhere Included,0,,
520801,Waiheke Island,Total,981,320,350
520803,Bays-Waiheke Island,1,,,
520803,Bays-Waiheke Island,2,,,
520803,Bays-Waiheke Island,3,,,
520803,Bays-Waiheke Island,4,,,
520803,Bays-Waiheke Island,5,,,
520803,Bays-Waiheke Island,6+,,,
520803,Bays-Waiheke Island,Not Elsewhere Included,,,
520803,Bays-Waiheke Island,Total,,,
520804,Tidal-Waiheke Island,1,,,
520804,Tidal-Waiheke Island,2,,,
520804,Tidal-Waiheke Island,3,,,
520804,Tidal-Waiheke Island,4,,,
520804,Tidal-Waiheke Island,5,,,
520804,Tidal-Waiheke Island,6+,,,
520804,Tidal-Waiheke Island,Not Elsewhere Included,,,
520804,Tidal-Waiheke Island,Total,,,
520900,Islands-Motutapu Rangitoto Rakino,1,,,
520900,Islands-Motutapu Rangitoto Rakino,2,,,
520900,Islands-Motutapu Rangitoto Rakino,3,,,
520900,Islands-Motutapu Rangitoto Rakino,4,,,
520900,Islands-Motutapu Rangitoto Rakino,5,,,
520900,Islands-Motutapu Rangitoto Rakino,6+,,,
520900,Islands-Motutapu Rangitoto Rakino,Not Elsewhere Included,,,
520900,Islands-Motutapu Rangitoto Rakino,Total,3,,
521000,Great Barrier Island,1,24,140,120
521000,Great Barrier Island,2,30,170,160
521000,Great Barrier Island,3,21,220,200
521000,Great Barrier Island,4,6,230,230
521000,Great Barrier Island,5,0,,
521000,Great Barrier Island,6+,0,,
521000,Great Barrier Island,Not Elsewhere Included,0,,
521000,Great Barrier Island,Total,78,140,140
521111,Paeratape Hill,1,6,200,210
521111,Paeratape Hill,2,6,,
521111,Paeratape Hill,3,45,270,280
521111,Paeratape Hill,4,15,280,370
521111,Paeratape Hill,5,3,,
521111,Paeratape Hill,6+,3,,
521111,Paeratape Hill,Not Elsewhere Included,0,,
521111,Paeratape Hill,Total,81,270,470
521112,Eden Road-Hill Top,1,3,,
521112,Eden Road-Hill Top,2,15,230,230
521112,Eden Road-Hill Top,3,24,300,270
521112,Eden Road-Hill Top,4,9,470,430
521112,Eden Road-Hill Top,5,0,,
521112,Eden Road-Hill Top,6+,0,,
521112,Eden Road-Hill Top,Not Elsewhere Included,3,,
521112,Eden Road-Hill Top,Total,54,290,290
521114,Redoubt,1,,,
521114,Redoubt,2,,,
521114,Redoubt,3,9,160,220
521114,Redoubt,4,,,
521114,Redoubt,5,,,
521114,Redoubt,6+,,,
521114,Redoubt,Not Elsewhere Included,,,
521114,Redoubt,Total,15,240,240
521115,Opuawhanga,1,3,,
521115,Opuawhanga,2,3,,
521115,Opuawhanga,3,9,100,230
521115,Opuawhanga,4,6,,
521115,Opuawhanga,5,0,,
521115,Opuawhanga,6+,0,,
521115,Opuawhanga,Not Elsewhere Included,0,,
521115,Opuawhanga,Total,21,240,270
521116,Buckland,1,0,,
521116,Buckland,2,6,280,280
521116,Buckland,3,18,370,360
521116,Buckland,4,6,450,420
521116,Buckland,5,3,,
521116,Buckland,6+,0,,
521116,Buckland,Not Elsewhere Included,0,,
521116,Buckland,Total,36,340,350
521117,Buckland South,1,3,,
521117,Buckland South,2,12,220,240
521117,Buckland South,3,27,290,280
521117,Buckland South,4,15,380,390
521117,Buckland South,5,3,,
521117,Buckland South,6+,0,,
521117,Buckland South,Not Elsewhere Included,0,,
521117,Buckland South,Total,60,280,300
521121,Patumahoe,1,12,200,200
521121,Patumahoe,2,27,260,250
521121,Patumahoe,3,51,320,300
521121,Patumahoe,4,27,340,360
521121,Patumahoe,5,9,380,340
521121,Patumahoe,6+,3,,
521121,Patumahoe,Not Elsewhere Included,0,,
521121,Patumahoe,Total,132,290,290
521122,Kingseat,1,33,200,200
521122,Kingseat,2,93,250,260
521122,Kingseat,3,210,300,310
521122,Kingseat,4,90,390,410
521122,Kingseat,5,21,400,920
521122,Kingseat,6+,18,480,1380
521122,Kingseat,Not Elsewhere Included,0,,
521122,Kingseat,Total,462,300,340
521131,Pokeno,1,15,160,160
521131,Pokeno,2,27,200,230
521131,Pokeno,3,48,300,320
521131,Pokeno,4,24,400,390
521131,Pokeno,5,12,380,360
521131,Pokeno,6+,3,,
521131,Pokeno,Not Elsewhere Included,3,,
521131,Pokeno,Total,123,290,290
521132,Hunua,1,21,200,220
521132,Hunua,2,39,210,210
521132,Hunua,3,63,360,370
521132,Hunua,4,36,440,460
521132,Hunua,5,15,450,430
521132,Hunua,6+,3,,
521132,Hunua,Not Elsewhere Included,3,,
521132,Hunua,Total,180,310,340
521134,Paparata,1,,,
521134,Paparata,2,,,
521134,Paparata,3,6,300,260
521134,Paparata,4,,,
521134,Paparata,5,,,
521134,Paparata,6+,,,
521134,Paparata,Not Elsewhere Included,,,
521134,Paparata,Total,18,530,460
521135,Mangatawhiri,1,9,100,100
521135,Mangatawhiri,2,12,190,220
521135,Mangatawhiri,3,54,260,270
521135,Mangatawhiri,4,27,250,220
521135,Mangatawhiri,5,6,330,330
521135,Mangatawhiri,6+,3,,
521135,Mangatawhiri,Not Elsewhere Included,0,,
521135,Mangatawhiri,Total,117,230,230
521136,Kaiaua,1,3,,
521136,Kaiaua,2,15,150,150
521136,Kaiaua,3,33,290,270
521136,Kaiaua,4,9,0,0
521136,Kaiaua,5,3,,
521136,Kaiaua,6+,0,,
521136,Kaiaua,Not Elsewhere Included,0,,
521136,Kaiaua,Total,63,230,220
521151,Awhitu,1,18,150,140
521151,Awhitu,2,27,190,170
521151,Awhitu,3,63,300,280
521151,Awhitu,4,39,300,290
521151,Awhitu,5,9,370,370
521151,Awhitu,6+,3,,
521151,Awhitu,Not Elsewhere Included,0,,
521151,Awhitu,Total,162,230,240
521152,Glenbrook,1,12,200,200
521152,Glenbrook,2,39,260,240
521152,Glenbrook,3,57,310,310
521152,Glenbrook,4,18,380,370
521152,Glenbrook,5,6,,
521152,Glenbrook,6+,0,,
521152,Glenbrook,Not Elsewhere Included,0,,
521152,Glenbrook,Total,129,290,290
521153,Otaua,1,9,100,100
521153,Otaua,2,24,240,230
521153,Otaua,3,54,250,250
521153,Otaua,4,39,370,320
521153,Otaua,5,6,400,400
521153,Otaua,6+,3,,
521153,Otaua,Not Elsewhere Included,0,,
521153,Otaua,Total,135,250,250
521160,Bombay,1,0,,
521160,Bombay,2,9,230,230
521160,Bombay,3,24,320,310
521160,Bombay,4,18,320,340
521160,Bombay,5,3,,
521160,Bombay,6+,3,,
521160,Bombay,Not Elsewhere Included,0,,
521160,Bombay,Total,60,300,300
521201,Hingaia,1,3,,
521201,Hingaia,2,6,350,340
521201,Hingaia,3,12,520,520
521201,Hingaia,4,21,590,610
521201,Hingaia,5,6,,
521201,Hingaia,6+,3,,
521201,Hingaia,Not Elsewhere Included,0,,
521201,Hingaia,Total,54,460,680
521202,Whangapourreek,1,0,,
521202,Whangapourreek,2,6,200,210
521202,Whangapourreek,3,9,350,350
521202,Whangapourreek,4,6,,
521202,Whangapourreek,5,3,,
521202,Whangapourreek,6+,3,,
521202,Whangapourreek,Not Elsewhere Included,0,,
521202,Whangapourreek,Total,24,280,290
521203,Bremner,1,0,,
521203,Bremner,2,6,150,190
521203,Bremner,3,12,410,410
521203,Bremner,4,6,0,0
521203,Bremner,5,0,,
521203,Bremner,6+,0,,
521203,Bremner,Not Elsewhere Included,0,,
521203,Bremner,Total,27,350,370
521301,Drury,1,27,180,180
521301,Drury,2,39,250,520
521301,Drury,3,99,340,350
521301,Drury,4,48,370,350
521301,Drury,5,6,460,480
521301,Drury,6+,3,,
521301,Drury,Not Elsewhere Included,3,,
521301,Drury,Total,222,330,400
521302,Runciman,1,18,150,130
521302,Runciman,2,6,,
521302,Runciman,3,15,360,350
521302,Runciman,4,6,560,560
521302,Runciman,5,3,,
521302,Runciman,6+,0,,
521302,Runciman,Not Elsewhere Included,0,,
521302,Runciman,Total,45,300,300
521501,Mellons Bay,1,39,290,280
521501,Mellons Bay,2,93,370,360
521501,Mellons Bay,3,45,470,430
521501,Mellons Bay,4,33,600,550
521501,Mellons Bay,5,6,610,530
521501,Mellons Bay,6+,3,,
521501,Mellons Bay,Not Elsewhere Included,0,,
521501,Mellons Bay,Total,225,400,420
52150ockle Bay,1,42,270,260
52150ockle Bay,2,90,370,360
52150ockle Bay,3,75,460,470
52150ockle Bay,4,60,580,560
52150ockle Bay,5,15,630,620
52150ockle Bay,6+,3,,
52150ockle Bay,Not Elsewhere Included,3,,
52150ockle Bay,Total,282,400,420
521601,Howick West,1,21,280,270
521601,Howick West,2,78,330,310
521601,Howick West,3,90,440,430
521601,Howick West,4,30,470,470
521601,Howick West,5,6,490,490
521601,Howick West,6+,6,,
521601,Howick West,Not Elsewhere Included,3,,
521601,Howick West,Total,225,400,400
521602,Howicentral,1,102,150,200
521602,Howicentral,2,204,360,340
521602,Howicentral,3,303,440,420
521602,Howicentral,4,84,500,470
521602,Howicentral,5,9,490,490
521602,Howicentral,6+,3,,
521602,Howicentral,Not Elsewhere Included,12,100,190
521602,Howicentral,Total,717,390,370
521801,Otahuhu North,1,108,220,200
521801,Otahuhu North,2,234,270,300
521801,Otahuhu North,3,129,320,310
521801,Otahuhu North,4,45,370,340
521801,Otahuhu North,5,6,,
521801,Otahuhu North,6+,0,,
521801,Otahuhu North,Not Elsewhere Included,6,,
521801,Otahuhu North,Total,525,270,290
521802,Fairburn,1,201,200,170
521802,Fairburn,2,213,270,250
521802,Fairburn,3,144,320,290
521802,Fairburn,4,39,380,350
521802,Fairburn,5,6,390,400
521802,Fairburn,6+,6,550,550
521802,Fairburn,Not Elsewhere Included,9,190,190
521802,Fairburn,Total,621,250,250
521803,Otahuhu East,1,36,200,180
521803,Otahuhu East,2,78,280,250
521803,Otahuhu East,3,90,330,290
521803,Otahuhu East,4,72,410,360
521803,Otahuhu East,5,9,300,300
521803,Otahuhu East,6+,3,,
521803,Otahuhu East,Not Elsewhere Included,3,,
521803,Otahuhu East,Total,285,300,300
521901,Otahuhu West,1,120,230,210
521901,Otahuhu West,2,339,270,240
521901,Otahuhu West,3,231,320,270
521901,Otahuhu West,4,63,400,370
521901,Otahuhu West,5,9,350,360
521901,Otahuhu West,6+,9,440,440
521901,Otahuhu West,Not Elsewhere Included,9,300,280
521901,Otahuhu West,Total,783,270,260
521902,Middlemore,1,,,
521902,Middlemore,2,,,
521902,Middlemore,3,,,
521902,Middlemore,4,,,
521902,Middlemore,5,,,
521902,Middlemore,6+,,,
521902,Middlemore,Not Elsewhere Included,,,
521902,Middlemore,Total,,,
522100,Papatoetoe West,1,45,230,230
522100,Papatoetoe West,2,312,290,260
522100,Papatoetoe West,3,264,360,320
522100,Papatoetoe West,4,78,390,350
522100,Papatoetoe West,5,15,350,330
522100,Papatoetoe West,6+,6,,
522100,Papatoetoe West,Not Elsewhere Included,3,,
522100,Papatoetoe West,Total,720,310,300
522201,Papatoetoe North,1,81,240,210
522201,Papatoetoe North,2,342,310,290
522201,Papatoetoe North,3,225,360,310
522201,Papatoetoe North,4,63,400,360
522201,Papatoetoe North,5,15,500,490
522201,Papatoetoe North,6+,3,,
522201,Papatoetoe North,Not Elsewhere Included,12,320,250
522201,Papatoetoe North,Total,744,310,290
522202,Papatoetoentral,1,66,250,230
522202,Papatoetoentral,2,315,310,300
522202,Papatoetoentral,3,138,380,350
522202,Papatoetoentral,4,27,420,400
522202,Papatoetoentral,5,15,400,310
522202,Papatoetoentral,6+,9,690,1450
522202,Papatoetoentral,Not Elsewhere Included,9,80,80
522202,Papatoetoentral,Total,579,320,310
522301,Dingwall,1,27,280,260
522301,Dingwall,2,183,310,300
522301,Dingwall,3,120,400,390
522301,Dingwall,4,39,400,390
522301,Dingwall,5,12,470,390
522301,Dingwall,6+,0,,
522301,Dingwall,Not Elsewhere Included,0,,
522301,Dingwall,Total,384,340,350
522302,Papatoetoe East,1,69,230,210
522302,Papatoetoe East,2,267,300,330
522302,Papatoetoe East,3,237,370,330
522302,Papatoetoe East,4,48,340,320
522302,Papatoetoe East,5,15,430,380
522302,Papatoetoe East,6+,9,500,500
522302,Papatoetoe East,Not Elsewhere Included,6,100,100
522302,Papatoetoe East,Total,651,320,320
522400,Puhinui North,1,27,230,210
522400,Puhinui North,2,249,310,310
522400,Puhinui North,3,138,370,430
522400,Puhinui North,4,27,440,430
522400,Puhinui North,5,12,430,360
522400,Puhinui North,6+,3,,
522400,Puhinui North,Not Elsewhere Included,0,,
522400,Puhinui North,Total,453,320,330
522601,Bucklands and Eastern Beaches,1,39,280,260
522601,Bucklands and Eastern Beaches,2,120,370,360
522601,Bucklands and Eastern Beaches,3,126,510,490
522601,Bucklands and Eastern Beaches,4,90,620,580
522601,Bucklands and Eastern Beaches,5,18,700,640
522601,Bucklands and Eastern Beaches,6+,3,,
522601,Bucklands and Eastern Beaches,Not Elsewhere Included,3,,
522601,Bucklands and Eastern Beaches,Total,396,430,450
522603,Bleakhouse,1,6,280,280
522603,Bleakhouse,2,18,380,330
522603,Bleakhouse,3,18,480,530
522603,Bleakhouse,4,24,670,1100
522603,Bleakhouse,5,6,670,660
522603,Bleakhouse,6+,3,,
522603,Bleakhouse,Not Elsewhere Included,0,,
522603,Bleakhouse,Total,78,480,490
522604,Bucklands Beach South,1,12,300,310
522604,Bucklands Beach South,2,48,360,360
522604,Bucklands Beach South,3,75,480,470
522604,Bucklands Beach South,4,45,550,760
522604,Bucklands Beach South,5,15,630,620
522604,Bucklands Beach South,6+,3,,
522604,Bucklands Beach South,Not Elsewhere Included,0,,
522604,Bucklands Beach South,Total,192,470,480
522605,Half Moon Bay Marina,1,,,
522605,Half Moon Bay Marina,2,,,
522605,Half Moon Bay Marina,3,,,
522605,Half Moon Bay Marina,4,,,
522605,Half Moon Bay Marina,5,,,
522605,Half Moon Bay Marina,6+,,,
522605,Half Moon Bay Marina,Not Elsewhere Included,,,
522605,Half Moon Bay Marina,Total,,,
522711,Pigeon Mountain North,1,12,250,250
522711,Pigeon Mountain North,2,60,350,320
522711,Pigeon Mountain North,3,222,430,410
522711,Pigeon Mountain North,4,51,500,500
522711,Pigeon Mountain North,5,6,510,510
522711,Pigeon Mountain North,6+,3,,
522711,Pigeon Mountain North,Not Elsewhere Included,0,,
522711,Pigeon Mountain North,Total,354,430,410
522712,Murvale,1,24,270,270
522712,Murvale,2,75,350,320
522712,Murvale,3,171,430,430
522712,Murvale,4,63,500,500
522712,Murvale,5,15,600,610
522712,Murvale,6+,3,,
522712,Murvale,Not Elsewhere Included,3,,
522712,Murvale,Total,354,430,470
522721,Pigeon Mountain South,1,9,290,270
522721,Pigeon Mountain South,2,45,320,280
522721,Pigeon Mountain South,3,51,420,400
522721,Pigeon Mountain South,4,9,480,430
522721,Pigeon Mountain South,5,3,,
522721,Pigeon Mountain South,6+,0,,
522721,Pigeon Mountain South,Not Elsewhere Included,0,,
522721,Pigeon Mountain South,Total,123,380,450
522722,Highland Park,1,27,250,210
522722,Highland Park,2,117,350,440
522722,Highland Park,3,207,420,410
522722,Highland Park,4,60,540,520
522722,Highland Park,5,12,460,420
522722,Highland Park,6+,0,,
522722,Highland Park,Not Elsewhere Included,0,,
522722,Highland Park,Total,426,400,420
522723,Elsmore Park,1,18,250,250
522723,Elsmore Park,2,45,330,330
522723,Elsmore Park,3,177,430,410
522723,Elsmore Park,4,27,530,510
522723,Elsmore Park,5,6,,
522723,Elsmore Park,6+,3,,
522723,Elsmore Park,Not Elsewhere Included,3,,
522723,Elsmore Park,Total,279,410,390
522730,Half Moon Bay,1,3,,
522730,Half Moon Bay,2,90,340,290
522730,Half Moon Bay,3,117,440,430
522730,Half Moon Bay,4,42,520,540
522730,Half Moon Bay,5,6,0,0
522730,Half Moon Bay,6+,3,,
522730,Half Moon Bay,Not Elsewhere Included,0,,
522730,Half Moon Bay,Total,264,420,400
522810,Pakuranga North,1,15,230,230
522810,Pakuranga North,2,111,360,350
522810,Pakuranga North,3,117,440,430
522810,Pakuranga North,4,45,500,510
522810,Pakuranga North,5,12,600,610
522810,Pakuranga North,6+,0,,
522810,Pakuranga North,Not Elsewhere Included,0,,
